over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • MI 171/10,Kumar Kartikeya c Miller b Sharma 6 (7b 1x4 0x6 10m) SR: 85.71;W;GT won by 62 runs,GT 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 3/0,Live Forecast: GT 165,MI 57.35%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 13/0,Live Forecast: GT 168,MI 54.03%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 20/0,Live Forecast: GT 167,MI 55.14%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 27/0,Live Forecast: GT 170,MI 51.79%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 38/0,Live Forecast: GT 181,GT 60.47%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 50/0,Live Forecast: GT 194,GT 73.41%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 59/1,Wriddhiman Saha st †Ishan Kishan b Chawla 18 (16b 3x4 0x6 31m) SR: 112.5;W;Live Forecast: GT 197,GT 75.98%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 64/1,Live Forecast: GT 190,GT 69.71%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 80/1,Live Forecast: GT 195,GT 74.28%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 91/1,Live Forecast: GT 202,GT 79.88%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 98/1,Live Forecast: GT 209,GT 84.51%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • GT 119/1,Live Forecast: GT 220,GT 89.98%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • GT 139/1,Live Forecast: GT 235,GT 94.63%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • GT 147/1,Live Forecast: GT 226,GT 92.17%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • GT 166/1,Live Forecast: GT 226,GT 92.17%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • GT 183/1,Live Forecast: GT 230,GT 93.37%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • GT 198/2,Shubman Gill c David b Madhwal 129 (60b 7x4 10x6 86m) SR: 215;W;Live Forecast: GT 235,GT 94.63%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • GT 205/2,Live Forecast: GT 226,GT 92.17%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • GT 214/3,Sai Sudharsan retired out 43 (31b 5x4 1x6 68m) SR: 138.7;W;Live Forecast: GT 225,GT 91.83%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 20 • GT 233/3,Live Forecast: GT 233,GT 94.16%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • MI 9/1,Nehal Wadhera c †Saha b Mohammed Shami 4 (3b 1x4 0x6 3m) SR: 133.33;W;MI needed 225 runs from 114 balls,GT 95.58%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • MI 21/1,MI needed 213 runs from 108 balls,GT 95.02%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • MI 29/2,Rohit Sharma c Little b Mohammed Shami 8 (7b 1x4 0x6 17m) SR: 114.28;W;MI needed 205 runs from 102 balls,GT 96.45%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • MI 41/2,MI needed 193 runs from 96 balls,GT 95.48%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • MI 65/2,MI needed 169 runs from 90 balls,GT 86.37%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • MI 72/3,Tilak Varma b Rashid Khan 43 (14b 5x4 3x6 17m) SR: 307.14;W;MI needed 162 runs from 84 balls,GT 92.26%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • MI 77/3,MI needed 157 runs from 78 balls,GT 92.3%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • MI 84/3,MI needed 150 runs from 72 balls,GT 96.79%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • MI 95/3,MI needed 139 runs from 66 balls,GT 95.88%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • MI 110/3,MI needed 124 runs from 60 balls,GT 91.27%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • MI 123/3,MI needed 111 runs from 54 balls,GT 78.86%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • MI 128/4,Cameron Green b Little 30 (20b 2x4 2x6 54m) SR: 150;W;MI needed 106 runs from 48 balls,GT 94.48%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • MI 134/4,MI needed 100 runs from 42 balls,GT 97.4%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • MI 149/4,MI needed 85 runs from 36 balls,GT 95.18%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • MI 156/6,Suryakumar Yadav b Sharma 61 (38b 7x4 2x6 61m) SR: 160.52;W;Vishnu Vinod c Pandya b Sharma 5 (7b 0x4 0x6 19m) SR: 71.42;W;MI needed 78 runs from 30 balls,GT 98.83%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • MI 161/7,Tim David lbw b Rashid Khan 2 (3b 0x4 0x6 6m) SR: 66.66;W;MI needed 73 runs from 24 balls,GT 99.73%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • MI 164/9,Chris Jordan c Sai Sudharsan b Sharma 2 (5b 0x4 0x6 7m) SR: 40;W;Piyush Chawla c Miller b Sharma 0 (2b 0x4 0x6 5m) SR: 0;W;MI needed 70 runs from 18 balls,GT 99.98%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • MI 170/9,MI needed 64 runs from 12 balls,GT 99.99%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
