over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
16,KKR,146/7,N/A,N/A,9.12,N/A,PBKS,100.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
1,PBKS,9/0,162,N/A,9.00,N/A,KKR,54.32,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
2,PBKS,23/1,169,N/A,11.50,N/A,PBKS,53.79,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
3,PBKS,24/1,161,N/A,8.00,N/A,KKR,55.47,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
4,PBKS,36/1,174,N/A,9.00,N/A,PBKS,59.48,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
5,PBKS,50/1,176,N/A,10.00,N/A,PBKS,61.69,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
6,PBKS,56/1,178,N/A,9.33,N/A,PBKS,63.85,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
7,PBKS,69/1,191,N/A,9.86,N/A,PBKS,76.31,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
8,PBKS,79/1,200,N/A,9.88,N/A,PBKS,82.97,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
9,PBKS,91/1,211,N/A,10.11,N/A,PBKS,88.97,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
10,PBKS,100/1,204,N/A,10.00,N/A,PBKS,85.41,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
11,PBKS,109/2,204,N/A,9.91,N/A,PBKS,85.41,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
12,PBKS,121/2,199,N/A,10.08,N/A,PBKS,82.32,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
13,PBKS,129/2,201,N/A,9.92,N/A,PBKS,83.61,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
14,PBKS,142/3,205,N/A,10.14,N/A,PBKS,85.97,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
15,PBKS,143/4,193,N/A,9.53,N/A,PBKS,77.93,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
16,PBKS,153/4,194,N/A,9.56,N/A,PBKS,78.72,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
17,PBKS,164/4,193,N/A,9.65,N/A,PBKS,77.93,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
