over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 16 • KKR 146/7,Venkatesh Iyer c Chahar b Arshdeep Singh 34 (28b 3x4 1x6 66m) SR: 121.42;W;PBKS won by 7 runs (DLS method),PBKS 100%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • PBKS 9/0,Live Forecast: PBKS 162,KKR 54.32%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • PBKS 23/1,Prabhsimran Singh c †Rahmanullah Gurbaz b Southee 23 (12b 2x4 2x6 10m) SR: 191.66;W;Live Forecast: PBKS 169,PBKS 53.79%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • PBKS 24/1,Live Forecast: PBKS 161,KKR 55.47%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • PBKS 36/1,Live Forecast: PBKS 174,PBKS 59.48%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • PBKS 50/1,Live Forecast: PBKS 176,PBKS 61.69%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • PBKS 56/1,Live Forecast: PBKS 178,PBKS 63.85%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • PBKS 69/1,Live Forecast: PBKS 191,PBKS 76.31%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • PBKS 79/1,Live Forecast: PBKS 200,PBKS 82.97%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • PBKS 91/1,Live Forecast: PBKS 211,PBKS 88.97%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • PBKS 100/1,Live Forecast: PBKS 204,PBKS 85.41%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • PBKS 109/2,Bhanuka Rajapaksa c Singh b Yadav 50 (32b 5x4 2x6 47m) SR: 156.25;W;Live Forecast: PBKS 204,PBKS 85.41%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 12 • PBKS 121/2,Live Forecast: PBKS 199,PBKS 82.32%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 13 • PBKS 129/2,Live Forecast: PBKS 201,PBKS 83.61%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 14 • PBKS 142/3,Jitesh Sharma c Yadav b Southee 21 (11b 1x4 2x6 13m) SR: 190.9;W;Live Forecast: PBKS 205,PBKS 85.97%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 15 • PBKS 143/4,Shikhar Dhawan b Varun 40 (29b 6x4 0x6 75m) SR: 137.93;W;Live Forecast: PBKS 193,PBKS 77.93%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 16 • PBKS 153/4,Live Forecast: PBKS 194,PBKS 78.72%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 17 • PBKS 164/4,Live Forecast: PBKS 193,PBKS 77.93%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 18 • PBKS 168/5,Sikandar Raza c Rana b Narine 16 (13b 1x4 1x6 22m) SR: 123.07;W;Live Forecast: PBKS 189,PBKS 74.6%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 19 • PBKS 176/5,Live Forecast: PBKS 186,PBKS 71.89%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 20 • PBKS 191/5,Live Forecast: PBKS 191,PBKS 76.31%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • KKR 13/0,KKR needed 179 runs from 114 balls,PBKS 61.22%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • KKR 17/2,Mandeep Singh c Curran b Arshdeep Singh 2 (4b 0x4 0x6 7m) SR: 50;W;Anukul Roy c Sikandar Raza b Arshdeep Singh 4 (5b 1x4 0x6 5m) SR: 80;W;KKR needed 175 runs from 108 balls,PBKS 76.1%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • KKR 24/2,KKR needed 168 runs from 102 balls,PBKS 77.76%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • KKR 29/2,KKR needed 163 runs from 96 balls,PBKS 77.95%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • KKR 35/3,Rahmanullah Gurbaz b Ellis 22 (16b 3x4 1x6 26m) SR: 137.5;W;KKR needed 157 runs from 90 balls,PBKS 85.91%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • KKR 46/3,KKR needed 146 runs from 84 balls,PBKS 84.92%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • KKR 50/3,KKR needed 142 runs from 78 balls,PBKS 83.73%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • KKR 60/3,KKR needed 132 runs from 72 balls,PBKS 82.11%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • KKR 75/3,KKR needed 117 runs from 66 balls,PBKS 57.87%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • KKR 80/4,Nitish Rana c Chahar b Sikandar Raza 24 (17b 3x4 1x6 23m) SR: 141.17;W;KKR needed 112 runs from 60 balls,PBKS 84.82%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • KKR 83/5,Rinku Singh c Sikandar Raza b Chahar 4 (4b 0x4 0x6 5m) SR: 100;W;KKR needed 109 runs from 54 balls,PBKS 95.95%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
