over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,RCB,178/6,N/A,N/A,8.90,N/A,RCB,100.0,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
1,PBKS,7/0,174,N/A,7.00,N/A,PBKS,52.34,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
2,PBKS,9/0,165,N/A,4.50,N/A,RCB,57.69,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
3,PBKS,21/1,169,N/A,7.00,N/A,RCB,53.26,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
4,PBKS,24/1,161,N/A,6.00,N/A,RCB,61.99,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
5,PBKS,34/1,172,N/A,6.80,N/A,PBKS,50.1,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
6,PBKS,40/1,165,N/A,6.67,N/A,RCB,57.69,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
7,PBKS,50/1,180,N/A,7.14,N/A,PBKS,58.99,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
8,PBKS,61/1,192,N/A,7.62,N/A,PBKS,71.15,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
9,PBKS,72/2,201,N/A,8.00,N/A,PBKS,78.67,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
10,PBKS,78/2,192,N/A,7.80,N/A,PBKS,71.15,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
11,PBKS,92/2,198,N/A,8.36,N/A,PBKS,76.34,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
12,PBKS,98/3,184,N/A,8.17,N/A,PBKS,63.26,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
13,PBKS,102/4,173,N/A,7.85,N/A,PBKS,51.22,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
14,PBKS,111/4,173,N/A,7.93,N/A,PBKS,51.22,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
