player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Trent Boult,bowler,104,103,,,,121,26.69,8.29,19.3
Sandeep Sharma,bowler,127,126,,,,137,27.07,7.88,20.5
Navdeep Saini,bowler,32,32,,,,23,42.34,8.88,28.6
Adam Zampa,bowler,20,20,,,,29,19.24,7.99,14.4
Yuzvendra Chahal,bowler,160,159,,,,205,22.44,7.84,17.1
