batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,striker_batsman,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken
PBKS,19,19.6,2,0,0,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,42,23,4,2,Boult,3.0,0,33,0,Chahal,4.0,0,40,0
PBKS,19,19.5,4,1,0,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,40,22,4,2,Boult,2.0,0,31,0,Chahal,4.0,0,40,0
PBKS,19,19.4,6,1,0,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,36,21,3,2,Boult,2.0,0,27,0,Chahal,4.0,0,40,0
PBKS,19,19.3,2,0,0,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,30,20,3,1,Boult,2.0,0,21,0,Chahal,4.0,0,40,0
PBKS,19,19.2,0,0,1,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,28,19,3,1,Boult,2.0,0,19,0,Chahal,4.0,0,40,0
PBKS,19,19.1,4,1,0,0,0,Shahrukh Khan,Sam Curran,52,31,4,2,Shahrukh Khan,28,18,3,1,Boult,2.0,0,19,0,Chahal,4.0,0,40,0
PBKS,18,18.6,4,1,0,0,0,Sam Curran,Sam Curran,52,31,4,2,Shahrukh Khan,24,17,2,1,Chahal,4.0,0,40,0,Saini,4.0,0,40,3
PBKS,18,18.5,6,1,0,0,0,Sam Curran,Sam Curran,48,30,3,2,Shahrukh Khan,24,17,2,1,Chahal,3.0,0,36,0,Saini,4.0,0,40,3
PBKS,18,18.4,6,1,0,0,0,Sam Curran,Sam Curran,42,29,3,1,Shahrukh Khan,24,17,2,1,Chahal,3.0,0,30,0,Saini,4.0,0,40,3
PBKS,18,18.3,1,0,0,0,0,Shahrukh Khan,Sam Curran,36,28,3,0,Shahrukh Khan,24,17,2,1,Chahal,3.0,0,24,0,Saini,4.0,0,40,3
PBKS,18,18.3,1,0,0,0,1,Shahrukh Khan,Sam Curran,36,28,3,0,Shahrukh Khan,23,16,2,1,Chahal,3.0,0,23,0,Saini,4.0,0,40,3
PBKS,18,18.2,6,1,0,0,0,Shahrukh Khan,Sam Curran,36,28,3,0,Shahrukh Khan,22,16,2,1,Chahal,3.0,0,22,0,Saini,4.0,0,40,3
PBKS,18,18.1,4,1,0,0,0,Shahrukh Khan,Sam Curran,36,28,3,0,Shahrukh Khan,16,15,2,0,Chahal,3.0,0,16,0,Saini,4.0,0,40,3
PBKS,17,17.6,1,0,0,0,0,Shahrukh Khan,Sam Curran,36,28,3,0,Shahrukh Khan,12,14,1,0,Saini,4.0,0,40,3,Zampa,4.0,0,26,1
PBKS,17,17.5,1,0,0,0,0,Sam Curran,Sam Curran,36,28,3,0,Shahrukh Khan,11,13,1,0,Saini,3.0,0,39,3,Zampa,4.0,0,26,1
PBKS,17,17.4,0,0,1,0,0,Sam Curran,Sam Curran,35,27,3,0,Shahrukh Khan,11,13,1,0,Saini,3.0,0,38,3,Zampa,4.0,0,26,1
PBKS,17,17.3,4,1,0,0,0,Sam Curran,Sam Curran,35,26,3,0,Shahrukh Khan,11,13,1,0,Saini,3.0,0,38,3,Zampa,4.0,0,26,1
PBKS,17,17.2,1,0,0,0,0,Shahrukh Khan,Sam Curran,31,25,2,0,Shahrukh Khan,11,13,1,0,Saini,3.0,0,34,3,Zampa,4.0,0,26,1
PBKS,17,17.1,1,0,0,0,0,Sam Curran,Sam Curran,31,25,2,0,Shahrukh Khan,10,12,1,0,Saini,3.0,0,33,3,Zampa,4.0,0,26,1
PBKS,16,16.6,1,0,0,0,0,Sam Curran,Sam Curran,30,24,2,0,Shahrukh Khan,10,12,1,0,Zampa,4.0,0,26,1,Sandeep,3.0,0,30,0
PBKS,16,16.5,1,0,0,0,0,Shahrukh Khan,Sam Curran,29,23,2,0,Shahrukh Khan,10,12,1,0,Zampa,3.0,0,25,1,Sandeep,3.0,0,30,0
PBKS,16,16.4,4,1,0,0,0,Shahrukh Khan,Sam Curran,29,23,2,0,Shahrukh Khan,9,11,1,0,Zampa,3.0,0,24,1,Sandeep,3.0,0,30,0
PBKS,16,16.3,1,0,0,0,0,Sam Curran,Sam Curran,29,23,2,0,Shahrukh Khan,5,10,0,0,Zampa,3.0,0,20,1,Sandeep,3.0,0,30,0
PBKS,16,16.2,0,0,1,0,0,Sam Curran,Sam Curran,28,22,2,0,Shahrukh Khan,5,10,0,0,Zampa,3.0,0,19,1,Sandeep,3.0,0,30,0
PBKS,16,16.1,1,0,0,0,0,Shahrukh Khan,Sam Curran,28,21,2,0,Shahrukh Khan,5,10,0,0,Zampa,3.0,0,19,1,Sandeep,3.0,0,30,0
PBKS,15,15.6,1,0,0,0,0,Shahrukh Khan,Sam Curran,28,21,2,0,Shahrukh Khan,4,9,0,0,Sandeep,3.0,0,30,0,Chahal,3.0,0,12,0
PBKS,15,15.5,0,0,1,0,0,Shahrukh Khan,Sam Curran,28,21,2,0,Shahrukh Khan,3,8,0,0,Sandeep,2.0,0,29,0,Chahal,3.0,0,12,0
PBKS,15,15.4,1,0,0,0,0,Sam Curran,Sam Curran,28,21,2,0,Shahrukh Khan,3,7,0,0,Sandeep,2.0,0,29,0,Chahal,3.0,0,12,0
PBKS,15,15.3,1,0,0,0,0,Shahrukh Khan,Sam Curran,27,20,2,0,Shahrukh Khan,3,7,0,0,Sandeep,2.0,0,28,0,Chahal,3.0,0,12,0
PBKS,15,15.2,1,0,0,0,0,Sam Curran,Sam Curran,27,20,2,0,Shahrukh Khan,2,6,0,0,Sandeep,2.0,0,27,0,Chahal,3.0,0,12,0
PBKS,15,15.1,4,1,0,0,0,Sam Curran,Sam Curran,26,19,2,0,Shahrukh Khan,2,6,0,0,Sandeep,2.0,0,26,0,Chahal,3.0,0,12,0
