over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • DC 142/9,Anrich Nortje b Sandeep Sharma 0 (1b 0x4 0x6 3m) SR: 0;W;RR won by 57 runs,RR 100%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 1 • RR 20/0,Live Forecast: RR 181,RR 67.52%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 2 • RR 32/0,Live Forecast: RR 188,RR 74.18%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 3 • RR 39/0,Live Forecast: RR 186,RR 72.37%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 4 • RR 50/0,Live Forecast: RR 187,RR 73.29%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 5 • RR 63/0,Live Forecast: RR 195,RR 79.87%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 6 • RR 68/0,Live Forecast: RR 192,RR 77.56%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 7 • RR 79/0,Live Forecast: RR 197,RR 81.31%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 8 • RR 96/0,Live Forecast: RR 212,RR 89.65%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 9 • RR 98/1,Yashasvi Jaiswal c & b Mukesh Kumar 60 (31b 11x4 1x6 47m) SR: 193.54;W;Live Forecast: RR 205,RR 86.27%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
Over 10 • RR 103/2,Sanju Samson c Nortje b Kuldeep Yadav 0 (4b 0x4 0x6 7m) SR: 0;W;Live Forecast: RR 198,RR 82%,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
