player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Khaleel Ahmed,bowler,57,57,,,,74,25.41,8.84,17.2
Anrich Nortje,bowler,46,46,,,,60,26.23,8.96,17.5
Mukesh Kumar,bowler,20,20,,,,24,28.91,10.43,16.6
Axar Patel,bowler,150,148,,,,123,30.55,7.27,25.1
Kuldeep Yadav,bowler,84,82,,,,87,27.44,8.20,20.0
Rovman Powell,bowler,27,2,,,,1,35.00,11.66,18.0
