player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Nuwan Thushara,bowler,7,7,,,,8,32.12,9.88,19.5
Anshul Kamboj,bowler,3,3,,,,2,57.00,11.40,30.0
Jasprit Bumrah,bowler,133,133,,,,165,22.51,7.30,18.5
Hardik Pandya,bowler,137,93,,,,64,33.59,9.09,22.1
Piyush Chawla,bowler,192,191,,,,192,26.60,7.96,20.0
