over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • RR 224/8,RR won by 2 wickets (with 0 balls remaining),RR 100%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • KKR 2/0,Live Forecast: KKR 169,RR 55.25%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • KKR 12/0,Live Forecast: KKR 170,RR 54.14%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • KKR 20/0,Live Forecast: KKR 170,RR 54.14%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • KKR 26/1,Phil Salt c & b Avesh Khan 10 (13b 1x4 0x6 16m) SR: 76.92;W;Live Forecast: KKR 174,KKR 50.32%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • KKR 40/1,Live Forecast: KKR 187,KKR 64.51%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • KKR 56/1,Live Forecast: KKR 202,KKR 78.11%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • KKR 64/1,Live Forecast: KKR 208,KKR 82.36%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • KKR 74/1,Live Forecast: KKR 217,KKR 87.47%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • KKR 89/1,Live Forecast: KKR 221,KKR 89.29%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • KKR 100/1,Live Forecast: KKR 222,KKR 89.71%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • KKR 110/2,Angkrish Raghuvanshi c Ashwin b Sen 30 (18b 5x4 0x6 34m) SR: 166.66;W;Live Forecast: KKR 213,KKR 85.38%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • KKR 125/2,Live Forecast: KKR 220,KKR 88.86%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • KKR 133/3,Shreyas Iyer lbw b Chahal 11 (7b 1x4 1x6 10m) SR: 157.14;W;Live Forecast: KKR 218,KKR 87.95%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 14 • KKR 146/3,Live Forecast: KKR 217,KKR 87.47%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
