player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Trent Boult,bowler,104,103,,,,121,26.69,8.29,19.3
Sandeep Sharma,bowler,127,126,,,,137,27.07,7.88,20.5
Ravichandran Ashwin,bowler,212,208,,,,180,29.82,7.12,25.1
Yuzvendra Chahal,bowler,160,159,,,,205,22.44,7.84,17.1
Jason Holder,bowler,46,46,,,,53,27.56,8.81,18.7
