over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • SRH 215/6,SRH won by 4 wickets (with 5 balls remaining),SRH 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • PBKS 5/0,Live Forecast: PBKS 176,PBKS 50.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • PBKS 12/0,Live Forecast: PBKS 174,SRH 51.76%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • PBKS 24/0,Live Forecast: PBKS 179,PBKS 53.79%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • PBKS 35/0,Live Forecast: PBKS 188,PBKS 63.5%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • PBKS 47/0,Live Forecast: PBKS 198,PBKS 73.14%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • PBKS 61/0,Live Forecast: PBKS 211,PBKS 82.97%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • PBKS 69/0,Live Forecast: PBKS 222,PBKS 88.82%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • PBKS 82/0,Live Forecast: PBKS 234,PBKS 93.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • PBKS 97/0,Live Forecast: PBKS 240,PBKS 94.62%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • PBKS 99/1,Atharva Taide c Sanvir Singh b Natarajan 46 (27b 5x4 2x6 39m) SR: 170.37;W;Live Forecast: PBKS 216,PBKS 85.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • PBKS 109/1,Live Forecast: PBKS 207,PBKS 80.29%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • PBKS 129/1,Live Forecast: PBKS 230,PBKS 91.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • PBKS 140/1,Live Forecast: PBKS 235,PBKS 93.38%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • PBKS 151/1,Live Forecast: PBKS 234,PBKS 93.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • PBKS 159/2,Prabhsimran Singh c †Klaasen b Viyaskanth 71 (45b 7x4 4x6 67m) SR: 157.77;W;Live Forecast: PBKS 223,PBKS 89.26%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • PBKS 174/3,Shashank Singh run out (Nitish Kumar Reddy/†Klaasen) 2 (4b 0x4 0x6 8m) SR: 50;W;Live Forecast: PBKS 227,PBKS 90.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • PBKS 180/3,Live Forecast: PBKS 215,PBKS 85.34%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • PBKS 186/4,Rilee Rossouw c Abdul Samad b Cummins 49 (24b 3x4 4x6 42m) SR: 204.16;W;Live Forecast: PBKS 209,PBKS 81.67%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • PBKS 195/5,Ashutosh Sharma c Sanvir Singh b Natarajan 2 (3b 0x4 0x6 5m) SR: 66.66;W;Live Forecast: PBKS 206,PBKS 79.57%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • PBKS 214/5,Live Forecast: PBKS 214,PBKS 84.77%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
