player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Arshdeep Singh,bowler,65,65,,,,76,27.00,9.02,17.9
Rishi Dhawan,bowler,39,36,,,,25,35.64,8.07,26.4
Harshal Patel,bowler,106,103,,,,135,23.32,8.74,16.0
Rahul Chahar,bowler,78,77,,,,75,28.54,7.72,22.1
Harpreet Brar,bowler,41,39,,,,25,35.80,7.90,27.1
Shashank Singh,bowler,24,3,,,,1,25.00,8.33,18.0
Atharva Taide,bowler,9,1,,,,0,-,24.00,-
