player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Kyle Mayers,bowler,13,6,,,,0,-,8.42,-
Jaydev Unadkat,bowler,105,104,,,,99,32.21,8.97,21.5
Krunal Pandya,bowler,127,117,,,,76,34.28,7.36,27.9
Yash Thakur,bowler,19,19,,,,24,28.79,10.26,16.8
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
Deepak Hooda,bowler,118,33,,,,10,53.10,8.54,37.3
Amit Mishra,bowler,162,162,,,,174,23.82,7.37,19.3
