over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • PBKS 178/5,LSG won by 21 runs,LSG 100%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 1 • LSG 5/0,Live Forecast: LSG 163,PBKS 55.66%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 2 • LSG 12/0,Live Forecast: LSG 160,PBKS 58.96%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 3 • LSG 23/0,Live Forecast: LSG 165,PBKS 53.43%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 4 • LSG 35/1,KL Rahul c Bairstow b Arshdeep Singh 15 (9b 1x4 1x6 19m) SR: 166.66;W;Live Forecast: LSG 175,LSG 57.7%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 5 • LSG 45/1,Live Forecast: LSG 183,LSG 66.08%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 6 • LSG 54/2,Devdutt Padikkal c Dhawan b Curran 9 (6b 2x4 0x6 7m) SR: 150;W;Live Forecast: LSG 184,LSG 67.07%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 7 • LSG 61/2,Live Forecast: LSG 177,LSG 59.86%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 8 • LSG 65/2,Live Forecast: LSG 172,LSG 54.4%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 9 • LSG 80/3,Marcus Stoinis b Chahar 19 (12b 0x4 2x6 14m) SR: 158.33;W;Live Forecast: LSG 190,LSG 72.64%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
