Phase,Innings,Over,Batting_Team,Bowling_Team,Market_Favored_Team,Model_Favored_Team,Current_Score,Market_Win_Pct,Market_Favored_Win_Pct,Model_Win_Pct,Diff_Pct,Value_Category,Actual_Outcome,Predicted_Outcome,Prediction_Correct
,1,8.8.2,GT,Unknown,GT,GT,105.0,89.1,89.1,68.0,-21.1,Strong Overvalued,Win,Win,True
,1,8.8.3,GT,Unknown,GT,GT,106.0,89.1,89.1,68.0,-21.1,Strong Overvalued,Win,Win,True
,1,8.8.4,GT,Unknown,GT,GT,112.0,89.1,89.1,69.0,-20.1,Strong Overvalued,Win,Win,True
,1,8.8.4,GT,Unknown,GT,GT,113.0,89.1,89.1,68.0,-21.1,Strong Overvalued,Win,Win,True
,1,8.8.5,GT,Unknown,GT,GT,114.0,89.1,89.1,68.0,-21.1,Strong Overvalued,Win,Win,True
,1,8.8.6,GT,Unknown,GT,GT,115.0,89.1,89.1,69.0,-20.1,Strong Overvalued,Win,Win,True
,1,9.9.1,GT,Unknown,GT,GT,116.0,95.9,95.9,67.0,-28.9,Strong Overvalued,Win,Win,True
,1,9.9.2,GT,Unknown,GT,GT,117.0,95.9,95.9,67.0,-28.9,Strong Overvalued,Win,Win,True
,1,9.9.3,GT,Unknown,GT,GT,118.0,95.9,95.9,68.0,-27.9,Strong Overvalued,Win,Win,True
,1,9.9.4,GT,Unknown,GT,GT,119.0,95.9,95.9,67.0,-28.9,Strong Overvalued,Win,Win,True
,1,9.9.5,GT,Unknown,GT,GT,120.0,95.9,95.9,65.0,-30.9,Strong Overvalued,Win,Win,True
,1,9.9.6,GT,Unknown,GT,GT,121.0,95.9,95.9,65.0,-30.9,Strong Overvalued,Win,Win,True
,1,10.10.1,GT,Unknown,GT,GT,123.0,96.3,96.3,50.0,-46.3,Strong Overvalued,Win,Loss,False
,1,10.10.2,GT,Unknown,GT,GT,125.0,96.3,96.3,50.0,-46.3,Strong Overvalued,Win,Loss,False
,1,10.10.3,GT,Unknown,GT,GT,126.0,96.3,96.3,50.0,-46.3,Strong Overvalued,Win,Loss,False
,1,10.10.4,GT,Unknown,GT,Unknown,126.0,96.3,96.3,49.0,-47.3,Strong Overvalued,Win,Loss,False
,1,10.10.5,GT,Unknown,GT,Unknown,127.0,96.3,96.3,49.0,-47.3,Strong Overvalued,Win,Loss,False
,1,10.10.6,GT,Unknown,GT,Unknown,128.0,96.3,96.3,49.0,-47.3,Strong Overvalued,Win,Loss,False
,1,11.11.1,GT,Unknown,GT,GT,129.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,11.11.2,GT,Unknown,GT,GT,133.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,11.11.3,GT,Unknown,GT,GT,134.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,11.11.4,GT,Unknown,GT,GT,135.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,11.11.5,GT,Unknown,GT,GT,136.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,11.11.6,GT,Unknown,GT,GT,142.0,93.6,93.6,55.0,-38.6,Strong Overvalued,Win,Win,True
,1,12.12.1,GT,Unknown,GT,GT,142.0,93.3,93.3,66.0,-27.3,Strong Overvalued,Win,Win,True
,1,12.12.2,GT,Unknown,GT,GT,142.0,93.3,93.3,73.0,-20.3,Strong Overvalued,Win,Win,True
,1,12.12.3,GT,Unknown,GT,GT,142.0,93.3,93.3,74.0,-19.3,Strong Overvalued,Win,Win,True
,1,12.12.4,GT,Unknown,GT,GT,143.0,93.3,93.3,75.0,-18.3,Strong Overvalued,Win,Win,True
,1,12.12.5,GT,Unknown,GT,GT,144.0,93.3,93.3,75.0,-18.3,Strong Overvalued,Win,Win,True
,1,12.12.6,GT,Unknown,GT,GT,145.0,93.3,93.3,74.0,-19.3,Strong Overvalued,Win,Win,True
,1,13.13.1,GT,Unknown,GT,GT,146.0,90.3,90.3,65.0,-25.3,Strong Overvalued,Win,Win,True
,1,13.13.2,GT,Unknown,GT,GT,147.0,90.3,90.3,65.0,-25.3,Strong Overvalued,Win,Win,True
,1,13.13.3,GT,Unknown,GT,GT,148.0,90.3,90.3,64.0,-26.3,Strong Overvalued,Win,Win,True
,1,13.13.4,GT,Unknown,GT,GT,149.0,90.3,90.3,64.0,-26.3,Strong Overvalued,Win,Win,True
,1,13.13.4,GT,Unknown,GT,GT,150.0,90.3,90.3,64.0,-26.3,Strong Overvalued,Win,Win,True
,1,13.13.5,GT,Unknown,GT,GT,156.0,90.3,90.3,67.0,-23.3,Strong Overvalued,Win,Win,True
,1,13.13.6,GT,Unknown,GT,GT,156.0,90.3,90.3,67.0,-23.3,Strong Overvalued,Win,Win,True
,1,14.14.1,GT,Unknown,GT,Unknown,162.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,14.14.2,GT,Unknown,GT,Unknown,163.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,14.14.3,GT,Unknown,GT,Unknown,165.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,14.14.4,GT,Unknown,GT,Unknown,169.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,14.14.5,GT,Unknown,GT,Unknown,175.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,14.14.6,GT,Unknown,GT,Unknown,176.0,92.4,92.4,49.0,-43.4,Strong Overvalued,Win,Loss,False
,1,15.15.1,GT,Unknown,GT,GT,177.0,96.4,96.4,74.0,-22.4,Strong Overvalued,Win,Win,True
,1,15.15.2,GT,Unknown,GT,GT,178.0,96.4,96.4,74.0,-22.4,Strong Overvalued,Win,Win,True
,1,15.15.3,GT,Unknown,GT,GT,179.0,96.4,96.4,74.0,-22.4,Strong Overvalued,Win,Win,True
,1,15.15.4,GT,Unknown,GT,GT,183.0,96.4,96.4,74.0,-22.4,Strong Overvalued,Win,Win,True
,1,15.15.5,GT,Unknown,GT,GT,184.0,96.4,96.4,74.0,-22.4,Strong Overvalued,Win,Win,True
,1,15.15.6,GT,Unknown,GT,GT,184.0,96.4,96.4,71.0,-25.4,Strong Overvalued,Win,Win,True
,1,16.16.1,GT,Unknown,GT,GT,185.0,95.4,95.4,81.0,-14.4,Strong Overvalued,Win,Win,True
,1,16.16.2,GT,Unknown,GT,GT,186.0,95.4,95.4,84.0,-11.4,Strong Overvalued,Win,Win,True
,1,16.16.3,GT,Unknown,GT,GT,188.0,95.4,95.4,84.0,-11.4,Strong Overvalued,Win,Win,True
,1,16.16.4,GT,Unknown,GT,GT,192.0,95.4,95.4,85.0,-10.4,Strong Overvalued,Win,Win,True
,1,16.16.5,GT,Unknown,GT,GT,193.0,95.4,95.4,85.0,-10.4,Strong Overvalued,Win,Win,True
,1,16.16.6,GT,Unknown,GT,GT,194.0,95.4,95.4,84.0,-11.4,Strong Overvalued,Win,Win,True
,1,17.17.1,GT,Unknown,GT,GT,195.0,94.3,94.3,62.0,-32.3,Strong Overvalued,Win,Win,True
,1,17.17.2,GT,Unknown,GT,GT,196.0,94.3,94.3,62.0,-32.3,Strong Overvalued,Win,Win,True
,1,17.17.3,GT,Unknown,GT,GT,196.0,94.3,94.3,62.0,-32.3,Strong Overvalued,Win,Win,True
,1,17.17.4,GT,Unknown,GT,GT,200.0,94.3,94.3,61.0,-33.3,Strong Overvalued,Win,Win,True
,1,17.17.5,GT,Unknown,GT,GT,201.0,94.3,94.3,61.0,-33.3,Strong Overvalued,Win,Win,True
,1,17.17.6,GT,Unknown,GT,GT,202.0,94.3,94.3,61.0,-33.3,Strong Overvalued,Win,Win,True
,1,18.18.1,GT,Unknown,GT,GT,203.0,93.6,93.6,68.0,-25.6,Strong Overvalued,Win,Win,True
,1,18.18.2,GT,Unknown,GT,GT,204.0,93.6,93.6,69.0,-24.6,Strong Overvalued,Win,Win,True
,1,18.18.3,GT,Unknown,GT,GT,205.0,93.6,93.6,67.0,-26.6,Strong Overvalued,Win,Win,True
,1,18.18.4,GT,Unknown,GT,GT,211.0,93.6,93.6,67.0,-26.6,Strong Overvalued,Win,Win,True
,1,18.18.5,GT,Unknown,GT,GT,213.0,93.6,93.6,67.0,-26.6,Strong Overvalued,Win,Win,True
,1,18.18.6,GT,Unknown,GT,GT,213.0,93.6,93.6,67.0,-26.6,Strong Overvalued,Win,Win,True
,1,19.19.1,GT,Unknown,GT,GT,219.0,93.6,93.6,63.0,-30.6,Strong Overvalued,Win,Win,True
,1,19.19.2,GT,Unknown,GT,GT,221.0,93.6,93.6,63.0,-30.6,Strong Overvalued,Win,Win,True
,1,19.19.3,GT,Unknown,GT,GT,221.0,93.6,93.6,63.0,-30.6,Strong Overvalued,Win,Win,True
,1,19.19.4,GT,Unknown,GT,GT,222.0,93.6,93.6,63.0,-30.6,Strong Overvalued,Win,Win,True
,1,19.19.5,GT,Unknown,GT,GT,226.0,93.6,93.6,64.0,-29.6,Strong Overvalued,Win,Win,True
,1,19.19.6,GT,Unknown,GT,GT,227.0,93.6,93.6,63.0,-30.6,Strong Overvalued,Win,Win,True
,1,20.0.0,GT,Unknown,GT,GT,N/A,94.1,94.1,69.0,-25.1,Strong Overvalued,Win,Win,True
,2,0.0.1,LSG,Unknown,Unknown,Unknown,2.0,,,19.0,,Neutral,Loss,Loss,True
,2,0.0.1,LSG,Unknown,Unknown,Unknown,3.0,,,22.0,,Neutral,Loss,Loss,True
,2,0.0.2,LSG,Unknown,Unknown,Unknown,3.0,,,15.0,,Neutral,Loss,Loss,True
,2,0.0.3,LSG,Unknown,Unknown,Unknown,3.0,,,7.0,,Neutral,Loss,Loss,True
,2,0.0.4,LSG,Unknown,Unknown,Unknown,3.0,,,8.0,,Neutral,Loss,Loss,True
,2,0.0.5,LSG,Unknown,Unknown,Unknown,4.0,,,9.0,,Neutral,Loss,Loss,True
,2,0.0.6,LSG,Unknown,Unknown,Unknown,4.0,,,11.0,,Neutral,Loss,Loss,True
,2,1.1.1,LSG,Unknown,GT,Unknown,4.0,94.9,5.099999999999994,17.0,11.9,Strong Overvalued,Loss,Loss,True
,2,1.1.2,LSG,Unknown,GT,Unknown,8.0,94.9,5.099999999999994,15.0,9.9,Strong Overvalued,Loss,Loss,True
,2,1.1.3,LSG,Unknown,GT,Unknown,12.0,94.9,5.099999999999994,19.0,13.9,Strong Overvalued,Loss,Loss,True
,2,1.1.4,LSG,Unknown,GT,Unknown,16.0,94.9,5.099999999999994,23.0,17.9,Strong Overvalued,Loss,Loss,True
,2,1.1.5,LSG,Unknown,GT,Unknown,16.0,94.9,5.099999999999994,21.0,15.9,Strong Overvalued,Loss,Loss,True
,2,1.1.6,LSG,Unknown,GT,Unknown,16.0,94.9,5.099999999999994,19.0,13.9,Strong Overvalued,Loss,Loss,True
,2,2.2.1,LSG,Unknown,GT,Unknown,20.0,94.1,5.900000000000006,19.0,13.1,Strong Overvalued,Loss,Loss,True
,2,2.2.2,LSG,Unknown,GT,Unknown,24.0,94.1,5.900000000000006,24.0,18.1,Strong Overvalued,Loss,Loss,True
,2,2.2.3,LSG,Unknown,GT,Unknown,25.0,94.1,5.900000000000006,23.0,17.1,Strong Overvalued,Loss,Loss,True
,2,2.2.4,LSG,Unknown,GT,Unknown,31.0,94.1,5.900000000000006,27.0,21.1,Strong Overvalued,Loss,Loss,True
,2,2.2.5,LSG,Unknown,GT,Unknown,31.0,94.1,5.900000000000006,25.0,19.1,Strong Overvalued,Loss,Loss,True
,2,2.2.6,LSG,Unknown,GT,Unknown,35.0,94.1,5.900000000000006,30.0,24.1,Strong Overvalued,Loss,Loss,True
,2,3.3.1,LSG,Unknown,GT,Unknown,39.0,90.9,9.099999999999994,36.0,26.9,Strong Overvalued,Loss,Loss,True
,2,3.3.2,LSG,Unknown,GT,Unknown,43.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,3.3.3,LSG,Unknown,GT,Unknown,44.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,3.3.4,LSG,Unknown,GT,Unknown,44.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,3.3.5,LSG,Unknown,GT,Unknown,44.0,90.9,9.099999999999994,35.0,25.9,Strong Overvalued,Loss,Loss,True
,2,3.3.6,LSG,Unknown,GT,Unknown,48.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,3.3.6,LSG,Unknown,GT,Unknown,49.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,3.3.6,LSG,Unknown,GT,Unknown,50.0,90.9,9.099999999999994,38.0,28.9,Strong Overvalued,Loss,Loss,True
,2,4.4.1,LSG,Unknown,GT,Unknown,50.0,86.4,13.599999999999994,40.0,26.4,Strong Overvalued,Loss,Loss,True
,2,4.4.2,LSG,Unknown,GT,Unknown,52.0,86.4,13.599999999999994,41.0,27.4,Strong Overvalued,Loss,Loss,True
,2,4.4.3,LSG,Unknown,GT,Unknown,53.0,86.4,13.599999999999994,38.0,24.4,Strong Overvalued,Loss,Loss,True
,2,4.4.4,LSG,Unknown,GT,Unknown,59.0,86.4,13.599999999999994,41.0,27.4,Strong Overvalued,Loss,Loss,True
,2,4.4.5,LSG,Unknown,GT,Unknown,60.0,86.4,13.599999999999994,42.0,28.4,Strong Overvalued,Loss,Loss,True
,2,4.4.6,LSG,Unknown,GT,Unknown,64.0,86.4,13.599999999999994,42.0,28.4,Strong Overvalued,Loss,Loss,True
,2,5.5.1,LSG,Unknown,GT,Unknown,64.0,79.7,20.299999999999997,43.0,22.7,Strong Overvalued,Loss,Loss,True
,2,5.5.2,LSG,Unknown,GT,Unknown,64.0,79.7,20.299999999999997,43.0,22.7,Strong Overvalued,Loss,Loss,True
,2,5.5.3,LSG,Unknown,GT,Unknown,68.0,79.7,20.299999999999997,41.0,20.7,Strong Overvalued,Loss,Loss,True
,2,5.5.4,LSG,Unknown,GT,Unknown,68.0,79.7,20.299999999999997,42.0,21.7,Strong Overvalued,Loss,Loss,True
,2,5.5.5,LSG,Unknown,GT,Unknown,68.0,79.7,20.299999999999997,41.0,20.7,Strong Overvalued,Loss,Loss,True
,2,5.5.6,LSG,Unknown,GT,Unknown,72.0,79.7,20.299999999999997,40.0,19.7,Strong Overvalued,Loss,Loss,True
,2,6.6.1,LSG,Unknown,GT,Unknown,73.0,82.2,17.799999999999997,41.0,23.2,Strong Overvalued,Loss,Loss,True
,2,6.6.2,LSG,Unknown,GT,Unknown,74.0,82.2,17.799999999999997,40.0,22.2,Strong Overvalued,Loss,Loss,True
,2,6.6.3,LSG,Unknown,GT,Unknown,75.0,82.2,17.799999999999997,39.0,21.2,Strong Overvalued,Loss,Loss,True
,2,6.6.4,LSG,Unknown,GT,Unknown,75.0,82.2,17.799999999999997,37.0,19.2,Strong Overvalued,Loss,Loss,True
,2,6.6.5,LSG,Unknown,GT,Unknown,76.0,82.2,17.799999999999997,37.0,19.2,Strong Overvalued,Loss,Loss,True
,2,6.6.6,LSG,Unknown,GT,Unknown,76.0,82.2,17.799999999999997,35.0,17.2,Strong Overvalued,Loss,Loss,True
,2,7.7.1,LSG,Unknown,GT,Unknown,77.0,86.7,13.299999999999997,33.0,19.7,Strong Overvalued,Loss,Loss,True
,2,7.7.2,LSG,Unknown,GT,Unknown,81.0,86.7,13.299999999999997,37.0,23.7,Strong Overvalued,Loss,Loss,True
,2,7.7.3,LSG,Unknown,GT,Unknown,82.0,86.7,13.299999999999997,36.0,22.7,Strong Overvalued,Loss,Loss,True
,2,7.7.3,LSG,Unknown,GT,Unknown,83.0,86.7,13.299999999999997,37.0,23.7,Strong Overvalued,Loss,Loss,True
,2,7.7.4,LSG,Unknown,GT,Unknown,84.0,86.7,13.299999999999997,36.0,22.7,Strong Overvalued,Loss,Loss,True
,2,7.7.5,LSG,Unknown,GT,Unknown,84.0,86.7,13.299999999999997,34.0,20.7,Strong Overvalued,Loss,Loss,True
,2,7.7.6,LSG,Unknown,GT,Unknown,88.0,86.7,13.299999999999997,37.0,23.7,Strong Overvalued,Loss,Loss,True
,2,8.8.1,LSG,Unknown,GT,Unknown,88.0,84.5,15.5,37.0,21.5,Strong Overvalued,Loss,Loss,True
,2,8.8.2,LSG,Unknown,GT,Unknown,88.0,84.5,15.5,34.0,18.5,Strong Overvalued,Loss,Loss,True
,2,8.8.3,LSG,Unknown,GT,Unknown,89.0,84.5,15.5,46.0,30.5,Strong Overvalued,Loss,Loss,True
,2,8.8.4,LSG,Unknown,GT,Unknown,90.0,84.5,15.5,46.0,30.5,Strong Overvalued,Loss,Loss,True
,2,8.8.5,LSG,Unknown,GT,Unknown,91.0,84.5,15.5,46.0,30.5,Strong Overvalued,Loss,Loss,True
,2,8.8.6,LSG,Unknown,GT,Unknown,92.0,84.5,15.5,47.0,31.5,Strong Overvalued,Loss,Loss,True
,2,9.9.1,LSG,Unknown,GT,Unknown,93.0,91.6,8.400000000000006,45.0,36.6,Strong Overvalued,Loss,Loss,True
,2,9.9.2,LSG,Unknown,GT,Unknown,94.0,91.6,8.400000000000006,46.0,37.6,Strong Overvalued,Loss,Loss,True
,2,9.9.3,LSG,Unknown,GT,Unknown,94.0,91.6,8.400000000000006,44.0,35.6,Strong Overvalued,Loss,Loss,True
,2,9.9.4,LSG,Unknown,GT,Unknown,95.0,91.6,8.400000000000006,44.0,35.6,Strong Overvalued,Loss,Loss,True
,2,9.9.5,LSG,Unknown,GT,Unknown,96.0,91.6,8.400000000000006,43.0,34.6,Strong Overvalued,Loss,Loss,True
,2,9.9.6,LSG,Unknown,GT,Unknown,102.0,91.6,8.400000000000006,47.0,38.6,Strong Overvalued,Loss,Loss,True
,2,10.10.1,LSG,Unknown,GT,Unknown,103.0,90.7,9.299999999999997,46.0,36.7,Strong Overvalued,Loss,Loss,True
,2,10.10.2,LSG,Unknown,GT,Unknown,103.0,90.7,9.299999999999997,45.0,35.7,Strong Overvalued,Loss,Loss,True
,2,10.10.3,LSG,Unknown,GT,Unknown,104.0,90.7,9.299999999999997,44.0,34.7,Strong Overvalued,Loss,Loss,True
,2,10.10.4,LSG,Unknown,GT,Unknown,105.0,90.7,9.299999999999997,41.0,31.7,Strong Overvalued,Loss,Loss,True
,2,10.10.5,LSG,Unknown,GT,Unknown,106.0,90.7,9.299999999999997,40.0,30.7,Strong Overvalued,Loss,Loss,True
,2,10.10.6,LSG,Unknown,GT,Unknown,107.0,90.7,9.299999999999997,39.0,29.7,Strong Overvalued,Loss,Loss,True
,2,11.11.1,LSG,Unknown,GT,Unknown,109.0,92.6,7.400000000000006,36.0,28.6,Strong Overvalued,Loss,Loss,True
,2,11.11.2,LSG,Unknown,GT,Unknown,110.0,92.6,7.400000000000006,36.0,28.6,Strong Overvalued,Loss,Loss,True
,2,11.11.3,LSG,Unknown,GT,Unknown,111.0,92.6,7.400000000000006,35.0,27.6,Strong Overvalued,Loss,Loss,True
,2,11.11.4,LSG,Unknown,GT,Unknown,112.0,92.6,7.400000000000006,35.0,27.6,Strong Overvalued,Loss,Loss,True
,2,11.11.5,LSG,Unknown,GT,Unknown,112.0,92.6,7.400000000000006,35.0,27.6,Strong Overvalued,Loss,Loss,True
,2,11.11.6,LSG,Unknown,GT,Unknown,113.0,92.6,7.400000000000006,36.0,28.6,Strong Overvalued,Loss,Loss,True
,2,12.12.1,LSG,Unknown,GT,Unknown,114.0,94.3,5.700000000000003,39.0,33.3,Strong Overvalued,Loss,Loss,True
,2,12.12.2,LSG,Unknown,GT,Unknown,114.0,94.3,5.700000000000003,29.0,23.3,Strong Overvalued,Loss,Loss,True
,2,12.12.3,LSG,Unknown,GT,Unknown,114.0,94.3,5.700000000000003,39.0,33.3,Strong Overvalued,Loss,Loss,True
,2,12.12.4,LSG,Unknown,GT,Unknown,115.0,94.3,5.700000000000003,39.0,33.3,Strong Overvalued,Loss,Loss,True
,2,12.12.5,LSG,Unknown,GT,Unknown,116.0,94.3,5.700000000000003,39.0,33.3,Strong Overvalued,Loss,Loss,True
,2,12.12.6,LSG,Unknown,GT,Unknown,117.0,94.3,5.700000000000003,38.0,32.3,Strong Overvalued,Loss,Loss,True
,2,13.13.1,LSG,Unknown,GT,Unknown,118.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,13.13.2,LSG,Unknown,GT,Unknown,119.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,13.13.3,LSG,Unknown,GT,Unknown,119.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,13.13.4,LSG,Unknown,GT,Unknown,119.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,13.13.5,LSG,Unknown,GT,Unknown,120.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,13.13.6,LSG,Unknown,GT,Unknown,121.0,97.8,2.200000000000003,38.0,35.8,Strong Overvalued,Loss,Loss,True
,2,14.14.1,LSG,Unknown,GT,Unknown,122.0,98.7,1.2999999999999972,30.0,28.7,Strong Overvalued,Loss,Loss,True
,2,14.14.2,LSG,Unknown,GT,Unknown,123.0,98.7,1.2999999999999972,30.0,28.7,Strong Overvalued,Loss,Loss,True
,2,14.14.3,LSG,Unknown,GT,Unknown,129.0,98.7,1.2999999999999972,30.0,28.7,Strong Overvalued,Loss,Loss,True
,2,14.14.4,LSG,Unknown,GT,Unknown,130.0,98.7,1.2999999999999972,30.0,28.7,Strong Overvalued,Loss,Loss,True
,2,14.14.5,LSG,Unknown,GT,Unknown,130.0,98.7,1.2999999999999972,22.0,20.7,Strong Overvalued,Loss,Loss,True
,2,14.14.6,LSG,Unknown,GT,Unknown,130.0,98.7,1.2999999999999972,33.0,31.7,Strong Overvalued,Loss,Loss,True
,2,15.15.1,LSG,Unknown,GT,Unknown,136.0,99.3,0.7000000000000028,38.0,37.3,Strong Overvalued,Loss,Loss,True
,2,15.15.2,LSG,Unknown,GT,Unknown,138.0,99.3,0.7000000000000028,36.0,35.3,Strong Overvalued,Loss,Loss,True
,2,15.15.3,LSG,Unknown,GT,Unknown,139.0,99.3,0.7000000000000028,38.0,37.3,Strong Overvalued,Loss,Loss,True
,2,15.15.4,LSG,Unknown,GT,Unknown,139.0,99.3,0.7000000000000028,36.0,35.3,Strong Overvalued,Loss,Loss,True
,2,15.15.5,LSG,Unknown,GT,Unknown,140.0,99.3,0.7000000000000028,36.0,35.3,Strong Overvalued,Loss,Loss,True
,2,15.15.6,LSG,Unknown,GT,Unknown,140.0,99.3,0.7000000000000028,6.0,5.3,Strong Overvalued,Loss,Loss,True
,2,16.16.1,LSG,Unknown,GT,Unknown,141.0,99.8,0.20000000000000284,4.0,3.8,Strong Overvalued,Loss,Loss,True
,2,16.16.2,LSG,Unknown,GT,Unknown,147.0,99.8,0.20000000000000284,6.0,5.8,Strong Overvalued,Loss,Loss,True
,2,16.16.3,LSG,Unknown,GT,Unknown,148.0,99.8,0.20000000000000284,6.0,5.8,Strong Overvalued,Loss,Loss,True
,2,16.16.4,LSG,Unknown,GT,Unknown,149.0,99.8,0.20000000000000284,7.0,6.8,Strong Overvalued,Loss,Loss,True
,2,16.16.5,LSG,Unknown,GT,Unknown,151.0,99.8,0.20000000000000284,7.0,6.8,Strong Overvalued,Loss,Loss,True
,2,16.16.6,LSG,Unknown,GT,Unknown,152.0,99.8,0.20000000000000284,8.0,7.8,Strong Overvalued,Loss,Loss,True
,2,17.17.1,LSG,Unknown,GT,Unknown,153.0,99.9,0.09999999999999432,11.0,10.9,Strong Overvalued,Loss,Loss,True
,2,17.17.2,LSG,Unknown,GT,Unknown,153.0,99.9,0.09999999999999432,8.0,7.9,Strong Overvalued,Loss,Loss,True
,2,17.17.3,LSG,Unknown,GT,Unknown,153.0,99.9,0.09999999999999432,14.0,13.9,Strong Overvalued,Loss,Loss,True
,2,17.17.4,LSG,Unknown,GT,Unknown,153.0,99.9,0.09999999999999432,15.0,14.9,Strong Overvalued,Loss,Loss,True
,2,17.17.5,LSG,Unknown,GT,Unknown,154.0,99.9,0.09999999999999432,16.0,15.9,Strong Overvalued,Loss,Loss,True
,2,17.17.6,LSG,Unknown,GT,Unknown,155.0,99.9,0.09999999999999432,15.0,14.9,Strong Overvalued,Loss,Loss,True
,2,18.18.1,LSG,Unknown,GT,Unknown,155.0,100.0,0.0,9.0,9.0,Strong Overvalued,Loss,Loss,True
,2,18.18.2,LSG,Unknown,GT,Unknown,161.0,100.0,0.0,10.0,10.0,Strong Overvalued,Loss,Loss,True
,2,18.18.3,LSG,Unknown,GT,Unknown,161.0,100.0,0.0,9.0,9.0,Strong Overvalued,Loss,Loss,True
,2,18.18.4,LSG,Unknown,GT,Unknown,165.0,100.0,0.0,10.0,10.0,Strong Overvalued,Loss,Loss,True
,2,18.18.5,LSG,Unknown,GT,Unknown,165.0,100.0,0.0,6.0,6.0,Strong Overvalued,Loss,Loss,True
,2,18.18.5,LSG,Unknown,GT,Unknown,166.0,100.0,0.0,9.0,9.0,Strong Overvalued,Loss,Loss,True
,2,18.18.6,LSG,Unknown,GT,Unknown,166.0,100.0,0.0,6.0,6.0,Strong Overvalued,Loss,Loss,True
,2,19.19.1,LSG,Unknown,GT,Unknown,167.0,100.0,0.0,8.0,8.0,Strong Overvalued,Loss,Loss,True
,2,19.19.2,LSG,Unknown,GT,Unknown,171.0,100.0,0.0,6.0,6.0,Strong Overvalued,Loss,Loss,True
,2,19.19.3,LSG,Unknown,GT,Unknown,171.0,100.0,0.0,5.0,5.0,Strong Overvalued,Loss,Loss,True
,2,19.19.4,LSG,Unknown,GT,Unknown,171.0,100.0,0.0,5.0,5.0,Strong Overvalued,Loss,Loss,True
,2,19.19.5,LSG,Unknown,GT,Unknown,171.0,100.0,0.0,5.0,5.0,Strong Overvalued,Loss,Loss,True
,2,19.19.6,LSG,Unknown,GT,Unknown,171.0,100.0,0.0,19.0,19.0,Strong Overvalued,Loss,Loss,True
,2,20.0.0,LSG,Unknown,GT,Unknown,N/A,100.0,0.0,14.0,14.0,Strong Overvalued,Loss,Loss,True
,1,0.0.1,LSG,Unknown,Unknown,Unknown,0.0,,,49.0,,Neutral,Win,Loss,False
,1,0.0.2,LSG,Unknown,Unknown,Unknown,1.0,,,48.0,,Neutral,Win,Loss,False
,1,0.0.3,LSG,Unknown,Unknown,Unknown,1.0,,,30.0,,Neutral,Win,Loss,False
,1,0.0.4,LSG,Unknown,Unknown,Unknown,2.0,,,25.0,,Neutral,Win,Loss,False
,1,0.0.5,LSG,Unknown,Unknown,Unknown,3.0,,,25.0,,Neutral,Win,Loss,False
,1,0.0.6,LSG,Unknown,Unknown,Unknown,3.0,,,24.0,,Neutral,Win,Loss,False
,1,1.1.1,LSG,Unknown,LSG,Unknown,5.0,51.9,51.9,24.0,-27.9,Strong Overvalued,Win,Loss,False
,1,1.1.2,LSG,Unknown,LSG,Unknown,5.0,51.9,51.9,24.0,-27.9,Strong Overvalued,Win,Loss,False
,1,1.1.3,LSG,Unknown,LSG,Unknown,6.0,51.9,51.9,23.0,-28.9,Strong Overvalued,Win,Loss,False
,1,1.1.4,LSG,Unknown,LSG,Unknown,6.0,51.9,51.9,23.0,-28.9,Strong Overvalued,Win,Loss,False
,1,1.1.5,LSG,Unknown,LSG,Unknown,6.0,51.9,51.9,22.0,-29.9,Strong Overvalued,Win,Loss,False
,1,1.1.6,LSG,Unknown,LSG,Unknown,12.0,51.9,51.9,23.0,-28.9,Strong Overvalued,Win,Loss,False
,1,2.2.1,LSG,Unknown,LSG,Unknown,12.0,51.9,51.9,40.0,-11.9,Strong Overvalued,Win,Loss,False
