Phase,Innings,Over,Batting_Team,Market_Favored_Team,Current_Score,Projected_Score,Current_Run_Rate,Required_Run_Rate,Market_Win_Probability,Model_Prob_Loss,Model_Prob_Win,Actual_Result,Actual_Outcome,Predicted_Result,Predicted_Outcome,Prediction_Correct,Bowling_Team,Model_Favored_Team,Model_Market_Diff,Abs_Model_Market_Diff,Value_Bet,Value_Category,Model_Win_Pct,Market_Win_Pct,Diff_Pct,Market_Favored_Win_Pct,Market_Favored_Probability,Market_Prob_Team,Market_Favors_Batting,Model_Market_Team_Agreement,over_num,ball_num,Model_Correct
,1,1.1.2,RCB,RCB,14.0,210.0,10.5,,0.5686,0.54,0.46,1,Win,0,Loss,False,Unknown,Unknown,-0.109,0.109,No,Strong Overvalued,46.0,56.9,-10.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.3,RCB,RCB,15.0,200.0,10.0,,0.5686,0.54,0.46,1,Win,0,Loss,False,Unknown,Unknown,-0.109,0.109,No,Strong Overvalued,46.0,56.9,-10.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.4,RCB,RCB,16.0,192.0,9.6,,0.5686,0.52,0.48,1,Win,0,Loss,False,Unknown,Unknown,-0.089,0.089,No,Slight Overvalued,48.0,56.9,-8.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.5,RCB,RCB,17.0,185.0,9.27,,0.5686,0.53,0.47,1,Win,0,Loss,False,Unknown,Unknown,-0.099,0.099,No,Slight Overvalued,47.0,56.9,-9.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.6,RCB,RCB,23.0,230.0,11.5,,0.5686,0.37,0.63,1,Win,1,Win,True,Unknown,RCB,0.061,0.061,Yes,Slight Value,63.0,56.9,6.1,56.9,0.569,RCB,True,True,1.0,1.0,True
,2,1.1.1,DC,RCB,10.0,171.0,8.57,9.45,0.6104999999999999,0.48,0.52,0,Loss,1,Win,False,Unknown,DC,-0.09,0.09,No,Slight Overvalued,52.0,61.0,-9.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.2,DC,RCB,10.0,150.0,7.5,9.54,0.6104999999999999,0.54,0.46,0,Loss,0,Loss,True,Unknown,Unknown,-0.15,0.15,No,Strong Overvalued,46.0,61.0,-15.0,39.0,0.39,Unknown,False,False,1.0,1.0,True
,2,1.1.3,DC,RCB,16.0,213.0,10.67,9.3,0.6104999999999999,0.42,0.58,0,Loss,1,Win,False,Unknown,DC,-0.03,0.03,No,Neutral,58.0,61.0,-3.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.4,DC,RCB,16.0,192.0,9.6,9.38,0.6104999999999999,0.4,0.6,0,Loss,1,Win,False,Unknown,DC,-0.01,0.01,No,Neutral,60.0,61.0,-1.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.5,DC,RCB,20.0,218.0,10.91,9.25,0.6104999999999999,0.42,0.58,0,Loss,1,Win,False,Unknown,DC,-0.03,0.03,No,Neutral,58.0,61.0,-3.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.6,DC,RCB,24.0,240.0,12.0,9.11,0.6104999999999999,0.37,0.63,0,Loss,1,Win,False,Unknown,DC,0.02,0.02,No,Neutral,63.0,61.0,2.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,1,1.1.1,RR,RR,10.0,171.0,8.57,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.2,RR,RR,10.0,150.0,7.5,,0.5172,0.47,0.53,0,Loss,1,Win,False,Unknown,RR,0.013,0.013,No,Neutral,53.0,51.7,1.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.3,RR,RR,10.0,133.0,6.67,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.4,RR,RR,11.0,132.0,6.6,,0.5172,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,0.033,0.033,No,Neutral,55.0,51.7,3.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.5,RR,RR,11.0,120.0,6.0,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.6,RR,RR,15.0,150.0,7.5,,0.5172,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,0.033,0.033,No,Neutral,55.0,51.7,3.3,51.7,0.517,RR,True,True,1.0,1.0,False
,2,1.1.1,PBKS,PBKS,6.0,103.0,5.14,7.38,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.2,PBKS,PBKS,7.0,105.0,5.25,7.39,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.3,PBKS,PBKS,7.0,93.0,4.67,7.46,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.4,PBKS,PBKS,9.0,108.0,5.4,7.42,0.7304,0.52,0.48,1,Win,0,Loss,False,Unknown,Unknown,-0.25,0.25,No,Strong Overvalued,48.0,73.0,-25.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.5,PBKS,PBKS,13.0,142.0,7.09,7.27,0.7304,0.47,0.53,1,Win,1,Win,True,Unknown,PBKS,-0.2,0.2,No,Strong Overvalued,53.0,73.0,-20.0,73.0,0.73,PBKS,True,True,1.0,1.0,True
,2,1.1.6,PBKS,PBKS,13.0,130.0,6.5,7.33,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,1,1.1.1,SRH,SRH,13.0,223.0,11.14,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.2,SRH,SRH,14.0,210.0,10.5,,0.5953,0.39,0.61,1,Win,1,Win,True,Unknown,SRH,0.015,0.015,No,Neutral,61.0,59.5,1.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.3,SRH,SRH,16.0,213.0,10.67,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.4,SRH,SRH,17.0,204.0,10.2,,0.5953,0.41,0.59,1,Win,1,Win,True,Unknown,SRH,-0.005,0.005,No,Neutral,59.0,59.5,-0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.5,SRH,SRH,18.0,196.0,9.82,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.6,SRH,SRH,22.0,220.0,11.0,,0.5953,0.39,0.61,1,Win,1,Win,True,Unknown,SRH,0.015,0.015,No,Neutral,61.0,59.5,1.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,2,1.1.1,RR,RR,9.0,154.0,7.71,8.87,0.5575,0.42,0.58,0,Loss,1,Win,False,Unknown,RR,0.022,0.022,No,Neutral,58.0,55.8,2.2,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.2,RR,RR,10.0,150.0,7.5,8.89,0.5575,0.44,0.56,0,Loss,1,Win,False,Unknown,RR,0.003,0.003,No,Neutral,56.0,55.8,0.3,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.3,RR,RR,12.0,160.0,8.0,8.86,0.5575,0.38,0.62,0,Loss,1,Win,False,Unknown,RR,0.062,0.062,Yes,Slight Value,62.0,55.8,6.2,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.4,RR,RR,12.0,144.0,7.2,8.95,0.5575,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,-0.007,0.007,No,Neutral,55.0,55.8,-0.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.5,RR,RR,12.0,131.0,6.55,9.03,0.5575,0.48,0.52,0,Loss,1,Win,False,Unknown,RR,-0.037,0.037,No,Neutral,52.0,55.8,-3.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.6,RR,RR,13.0,130.0,6.5,9.06,0.5575,0.48,0.52,0,Loss,1,Win,False,Unknown,RR,-0.037,0.037,No,Neutral,52.0,55.8,-3.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
