over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,SRH,166/8,N/A,N/A,8.30,N/A,KKR,100.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,KKR,8/0,176,N/A,8.00,N/A,KKR,58.31,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,KKR,16/2,174,N/A,8.00,N/A,KKR,56.07,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,KKR,20/2,170,N/A,6.67,N/A,KKR,51.52,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,KKR,27/2,167,N/A,6.75,N/A,SRH,51.91,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,KKR,40/3,170,N/A,8.00,N/A,KKR,51.52,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,KKR,49/3,179,N/A,8.17,N/A,KKR,61.61,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,KKR,54/3,179,N/A,7.71,N/A,KKR,61.61,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,KKR,61/3,176,N/A,7.62,N/A,KKR,58.31,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,KKR,73/3,178,N/A,8.11,N/A,KKR,60.52,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,KKR,90/3,204,N/A,9.00,N/A,KKR,83.42,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,KKR,95/3,197,N/A,8.64,N/A,KKR,78.53,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,KKR,103/4,190,N/A,8.58,N/A,KKR,72.64,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
13,KKR,114/4,185,N/A,8.77,N/A,KKR,67.87,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
14,KKR,127/4,192,N/A,9.07,N/A,KKR,74.42,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
15,KKR,129/5,179,N/A,8.60,N/A,KKR,61.61,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
16,KKR,137/6,176,N/A,8.56,N/A,KKR,58.31,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
