over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 19 • GT 163/4,GT won by 6 wickets (with 11 balls remaining),GT 100%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • DC 11/0,Live Forecast: DC 172,DC 59%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • DC 20/0,Live Forecast: DC 172,DC 59%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • DC 29/1,Prithvi Shaw c Joseph b Mohammed Shami 7 (5b 1x4 0x6 17m) SR: 140;W;Live Forecast: DC 173,DC 60.11%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • DC 33/1,Live Forecast: DC 165,DC 51%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • DC 42/2,Mitchell Marsh b Mohammed Shami 4 (4b 1x4 0x6 10m) SR: 100;W;Live Forecast: DC 166,DC 52.15%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • DC 52/2,Live Forecast: DC 169,DC 55.6%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • DC 63/2,Live Forecast: DC 185,DC 72.36%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • DC 67/2,Live Forecast: DC 180,DC 67.54%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • DC 70/4,David Warner b Joseph 37 (32b 7x4 0x6 48m) SR: 115.62;W;Rilee Rossouw c Tewatia b Joseph 0 (1b 0x4 0x6 4m) SR: 0;W;Live Forecast: DC 161,GT 53.63%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • DC 78/4,Live Forecast: DC 160,GT 54.79%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • DC 88/4,Live Forecast: DC 166,DC 52.15%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • DC 100/4,Live Forecast: DC 174,DC 61.21%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 13 • DC 107/5,Abishek Porel b Rashid Khan 20 (11b 0x4 2x6 25m) SR: 181.81;W;Live Forecast: DC 171,DC 57.87%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 14 • DC 112/5,Live Forecast: DC 165,DC 51%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 15 • DC 121/5,Live Forecast: DC 167,DC 53.31%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 16 • DC 126/5,Live Forecast: DC 165,DC 51%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 17 • DC 132/6,Sarfaraz Khan c Little b Rashid Khan 30 (34b 2x4 0x6 66m) SR: 88.23;W;Live Forecast: DC 161,GT 53.63%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 18 • DC 141/6,Live Forecast: DC 161,GT 53.63%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 19 • DC 150/7,Aman Khan c Pandya b Rashid Khan 8 (8b 0x4 1x6 10m) SR: 100;W;Live Forecast: DC 161,GT 53.63%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 20 • DC 162/8,Axar Patel c Miller b Mohammed Shami 36 (22b 2x4 3x6 33m) SR: 163.63;W;Live Forecast: DC 162,GT 52.48%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 1 • GT 14/0,GT needed 149 runs from 114 balls,GT 61.06%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 2 • GT 22/0,GT needed 141 runs from 108 balls,GT 64.32%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 3 • GT 30/1,Wriddhiman Saha b Nortje 14 (7b 2x4 1x6 9m) SR: 200;W;GT needed 133 runs from 102 balls,GT 60.02%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 4 • GT 36/1,GT needed 127 runs from 96 balls,GT 58.38%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 5 • GT 49/2,Shubman Gill b Nortje 14 (13b 3x4 0x6 19m) SR: 107.69;W;GT needed 114 runs from 90 balls,GT 61.99%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 6 • GT 54/3,Hardik Pandya c †Abishek Porel b Ahmed 5 (4b 1x4 0x6 12m) SR: 125;W;GT needed 109 runs from 84 balls,GT 53.97%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 7 • GT 62/3,GT needed 101 runs from 78 balls,GT 59.61%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 8 • GT 66/3,GT needed 97 runs from 72 balls,GT 53.58%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 9 • GT 74/3,GT needed 89 runs from 66 balls,GT 59.15%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 10 • GT 83/3,GT needed 80 runs from 60 balls,GT 66.9%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 11 • GT 91/3,GT needed 72 runs from 54 balls,GT 74.52%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
Over 12 • GT 101/3,GT needed 62 runs from 48 balls,GT 83.73%,"Arun Jaitley Stadium, Delhi",162,49144,1963,36878,25.03,7.99
