over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
18,MI,201/2,N/A,N/A,11.17,N/A,MI,100.0,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
1,SRH,5/0,173,N/A,5.00,N/A,MI,52.04,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
2,SRH,10/0,169,N/A,5.00,N/A,MI,56.42,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
3,SRH,22/0,174,N/A,7.33,N/A,MI,50.93,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
4,SRH,32/0,185,N/A,8.00,N/A,SRH,61.16,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
5,SRH,43/0,191,N/A,8.60,N/A,SRH,67.36,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
6,SRH,53/0,202,N/A,8.83,N/A,SRH,77.29,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
7,SRH,64/0,204,N/A,9.14,N/A,SRH,78.85,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
8,SRH,74/0,213,N/A,9.25,N/A,SRH,84.91,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
9,SRH,79/0,199,N/A,8.78,N/A,SRH,74.8,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
10,SRH,93/0,205,N/A,9.30,N/A,SRH,79.6,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
11,SRH,103/0,204,N/A,9.36,N/A,SRH,78.85,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
12,SRH,111/0,208,N/A,9.25,N/A,SRH,81.74,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
13,SRH,130/0,217,N/A,10.00,N/A,SRH,87.11,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
14,SRH,144/1,220,N/A,10.29,N/A,SRH,88.57,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
15,SRH,157/1,221,N/A,10.47,N/A,SRH,89.03,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
16,SRH,168/1,216,N/A,10.50,N/A,SRH,86.59,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
17,SRH,174/2,209,N/A,10.24,N/A,SRH,82.41,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
18,SRH,180/3,201,N/A,10.00,N/A,SRH,76.48,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
19,SRH,186/5,197,N/A,9.79,N/A,SRH,73.05,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
20,SRH,200/5,200,N/A,10.00,N/A,SRH,75.65,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
1,MI,7/0,N/A,194 from 114,7.00,10.21,SRH,76.26,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
2,MI,17/0,N/A,184 from 108,8.50,10.22,SRH,73.06,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
3,MI,24/1,N/A,177 from 102,8.00,10.41,SRH,79.25,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
4,MI,33/1,N/A,168 from 96,8.25,10.50,SRH,74.41,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
5,MI,42/1,N/A,159 from 90,8.40,10.60,SRH,78.5,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
6,MI,60/1,N/A,141 from 84,10.00,10.07,MI,50.7,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
7,MI,73/1,N/A,128 from 78,10.43,9.85,MI,64.33,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
8,MI,81/1,N/A,120 from 72,10.12,10.00,MI,67.6,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
9,MI,100/1,N/A,101 from 66,11.11,9.18,MI,80.35,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
10,MI,114/1,N/A,87 from 60,11.40,8.70,MI,86.74,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
11,MI,121/1,N/A,80 from 54,11.00,8.89,MI,88.2,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
12,MI,132/1,N/A,69 from 48,11.00,8.62,MI,89.64,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
13,MI,148/1,N/A,53 from 42,11.38,7.57,MI,96.38,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
14,MI,156/2,N/A,45 from 36,11.14,7.50,MI,96.19,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
15,MI,160/2,N/A,41 from 30,10.67,8.20,MI,95.04,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
16,MI,180/2,N/A,21 from 24,11.25,5.25,MI,99.31,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
17,MI,193/2,N/A,8 from 18,11.35,2.67,MI,99.85,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
