over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 18 • MI 201/2,MI won by 8 wickets (with 12 balls remaining),MI 100%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • SRH 5/0,Live Forecast: SRH 173,MI 52.04%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • SRH 10/0,Live Forecast: SRH 169,MI 56.42%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • SRH 22/0,Live Forecast: SRH 174,MI 50.93%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • SRH 32/0,Live Forecast: SRH 185,SRH 61.16%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • SRH 43/0,Live Forecast: SRH 191,SRH 67.36%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • SRH 53/0,Live Forecast: SRH 202,SRH 77.29%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • SRH 64/0,Live Forecast: SRH 204,SRH 78.85%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • SRH 74/0,Live Forecast: SRH 213,SRH 84.91%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • SRH 79/0,Live Forecast: SRH 199,SRH 74.8%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • SRH 93/0,Live Forecast: SRH 205,SRH 79.6%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 11 • SRH 103/0,Live Forecast: SRH 204,SRH 78.85%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 12 • SRH 111/0,Live Forecast: SRH 208,SRH 81.74%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 13 • SRH 130/0,Live Forecast: SRH 217,SRH 87.11%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 14 • SRH 144/1,Vivrant Sharma c sub (Ramandeep Singh) b Madhwal 69 (47b 9x4 2x6 69m) SR: 146.8;W;Live Forecast: SRH 220,SRH 88.57%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 15 • SRH 157/1,Live Forecast: SRH 221,SRH 89.03%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 16 • SRH 168/1,Live Forecast: SRH 216,SRH 86.59%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 17 • SRH 174/2,Mayank Agarawal c †Ishan Kishan b Madhwal 83 (46b 8x4 4x6 84m) SR: 180.43;W;Live Forecast: SRH 209,SRH 82.41%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 18 • SRH 180/3,Glenn Phillips c Kartikeya b Jordan 1 (4b 0x4 0x6 8m) SR: 25;W;Live Forecast: SRH 201,SRH 76.48%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 19 • SRH 186/5,Heinrich Klaasen b Madhwal 18 (13b 2x4 0x6 31m) SR: 138.46;W;Harry Brook b Madhwal 0 (1b 0x4 0x6 2m) SR: 0;W;Live Forecast: SRH 197,SRH 73.05%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 20 • SRH 200/5,Live Forecast: SRH 200,SRH 75.65%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 1 • MI 7/0,MI needed 194 runs from 114 balls,SRH 76.26%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 2 • MI 17/0,MI needed 184 runs from 108 balls,SRH 73.06%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 3 • MI 24/1,Ishan Kishan c Brook b Kumar 14 (12b 1x4 1x6 14m) SR: 116.66;W;MI needed 177 runs from 102 balls,SRH 79.25%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 4 • MI 33/1,MI needed 168 runs from 96 balls,SRH 74.41%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 5 • MI 42/1,MI needed 159 runs from 90 balls,SRH 78.5%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 6 • MI 60/1,MI needed 141 runs from 84 balls,MI 50.7%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 7 • MI 73/1,MI needed 128 runs from 78 balls,MI 64.33%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 8 • MI 81/1,MI needed 120 runs from 72 balls,MI 67.6%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 9 • MI 100/1,MI needed 101 runs from 66 balls,MI 80.35%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
Over 10 • MI 114/1,MI needed 87 runs from 60 balls,MI 86.74%,"Wankhede Stadium, Mumbai",203,64586,2438,46641,26.49,8.30
