player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Bhuvneshwar Kumar,bowler,176,176,,,,181,27.23,7.56,21.6
Nitish Kumar Reddy,bowler,15,9,,,,3,69.00,11.39,36.3
Mayank Dagar,bowler,8,8,,,,2,101.50,8.89,68.5
Kartik Tyagi,bowler,20,20,,,,15,47.53,10.13,28.1
Umran Malik,bowler,26,26,,,,29,26.62,9.39,17.0
Vivrant Sharma,bowler,3,2,,,,0,-,12.33,-
Aiden Markram,bowler,44,14,,,,2,86.00,8.52,60.5
