player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Naveen-ul-Haq,bowler,18,17,,,,25,23.64,9.16,15.4
Krunal Pandya,bowler,127,117,,,,76,34.28,7.36,27.9
Avesh Khan,bowler,63,62,,,,74,26.67,8.87,18.0
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
Marcus Stoinis,bowler,96,62,,,,43,29.62,9.51,18.6
Amit Mishra,bowler,162,162,,,,174,23.82,7.37,19.3
