over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
16,MI,139/8,N/A,N/A,8.69,N/A,KKR,100.0,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,KKR,10/1,147,N/A,10.00,N/A,MI,53.69,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,KKR,15/2,143,N/A,7.50,N/A,MI,59.12,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,KKR,25/2,147,N/A,8.33,N/A,MI,53.69,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,KKR,40/2,161,N/A,10.00,N/A,KKR,65.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,KKR,45/3,174,N/A,9.00,N/A,KKR,79.06,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,KKR,52/3,160,N/A,8.67,N/A,KKR,63.83,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,KKR,61/3,157,N/A,8.71,N/A,KKR,59.95,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,KKR,77/3,168,N/A,9.62,N/A,KKR,73.19,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,KKR,87/4,167,N/A,9.67,N/A,KKR,72.11,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,KKR,97/4,167,N/A,9.70,N/A,KKR,72.11,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,KKR,106/4,161,N/A,9.64,N/A,KKR,65.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,KKR,116/5,164,N/A,9.67,N/A,KKR,68.71,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,KKR,125/6,160,N/A,9.62,N/A,KKR,63.83,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,KKR,136/6,160,N/A,9.71,N/A,KKR,63.83,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,KKR,147/6,159,N/A,9.80,N/A,KKR,62.55,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,KKR,157/7,157,N/A,9.81,N/A,KKR,59.95,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,MI,6/0,N/A,153 from 90,6.00,10.20,KKR,62.85,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,MI,17/0,N/A,142 from 84,8.50,10.14,KKR,59.42,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,MI,31/0,N/A,126 from 78,10.33,9.69,MI,53.69,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,MI,46/0,N/A,112 from 72,11.50,9.33,MI,82.93,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,MI,59/0,N/A,99 from 66,11.80,9.00,MI,89.74,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,MI,62/0,N/A,96 from 60,10.33,9.60,MI,83.12,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,MI,65/1,N/A,93 from 54,9.29,10.33,MI,51.82,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,MI,71/2,N/A,87 from 48,8.88,10.88,KKR,59.81,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,MI,76/2,N/A,82 from 42,8.44,11.71,KKR,65.23,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,MI,81/2,N/A,77 from 36,8.10,12.83,KKR,75.87,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,MI,88/3,N/A,70 from 30,8.00,14.00,KKR,86.72,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,MI,92/4,N/A,66 from 24,7.67,16.50,KKR,96.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,MI,101/5,N/A,57 from 18,7.77,19.00,KKR,98.58,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,MI,117/6,N/A,41 from 12,8.36,20.50,KKR,98.3,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,MI,136/6,N/A,22 from 6,9.07,22.00,KKR,90.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
