over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 16 • MI 139/8,Naman Dhir c Singh b Harshit Rana 17 (6b 1x4 2x6 6m) SR: 283.33;W;Tilak Varma c †Salt b Harshit Rana 32 (17b 5x4 1x6 38m) SR: 188.23;W;KKR won by 18 runs,KKR 100%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • KKR 10/1,Phil Salt c Kamboj b Thushara 6 (5b 0x4 1x6 4m) SR: 120;W;Live Forecast: KKR 147,MI 53.69%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • KKR 15/2,Sunil Narine b Bumrah 0 (1b 0x4 0x6 7m) SR: 0;W;Live Forecast: KKR 143,MI 59.12%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • KKR 25/2,Live Forecast: KKR 147,MI 53.69%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • KKR 40/2,Live Forecast: KKR 161,KKR 65.08%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • KKR 45/3,Shreyas Iyer b Kamboj 7 (10b 1x4 0x6 18m) SR: 70;W;Live Forecast: KKR 174,KKR 79.06%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • KKR 52/3,Live Forecast: KKR 160,KKR 63.83%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • KKR 61/3,Live Forecast: KKR 157,KKR 59.95%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • KKR 77/3,Live Forecast: KKR 168,KKR 73.19%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • KKR 87/4,Venkatesh Iyer c Yadav b Chawla 42 (21b 6x4 2x6 41m) SR: 200;W;Live Forecast: KKR 167,KKR 72.11%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
