player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Shamar Joseph,bowler,1,1,,,,0,-,11.75,-
Mohsin Khan,bowler,24,23,,,,27,25.51,8.50,18.0
Krunal Pandya,bowler,127,117,,,,76,34.28,7.36,27.9
Yash Thakur,bowler,19,19,,,,24,28.79,10.26,16.8
Arshad Khan,bowler,10,10,,,,6,50.66,12.49,24.3
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
