over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 157/10,Mohammed Shami c Chahar b Pathirana 5 (5b 1x4 0x6 8m) SR: 100;W;CSK won by 15 runs,CSK 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • CSK 4/0,Live Forecast: CSK 163,GT 57.2%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • CSK 18/0,Live Forecast: CSK 171,CSK 51.78%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • CSK 23/0,Live Forecast: CSK 167,GT 52.73%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • CSK 31/0,Live Forecast: CSK 172,CSK 52.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • CSK 40/0,Live Forecast: CSK 172,CSK 52.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • CSK 49/0,Live Forecast: CSK 181,CSK 62.81%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • CSK 58/0,Live Forecast: CSK 191,CSK 72.65%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • CSK 64/0,Live Forecast: CSK 185,CSK 66.94%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • CSK 76/0,Live Forecast: CSK 186,CSK 67.93%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • CSK 85/0,Live Forecast: CSK 192,CSK 73.54%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • CSK 89/1,Ruturaj Gaikwad c Miller b Sharma 60 (44b 7x4 1x6 48m) SR: 136.36;W;Live Forecast: CSK 180,CSK 61.75%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • CSK 94/2,Shivam Dube b Noor Ahmad 1 (3b 0x4 0x6 4m) SR: 33.33;W;Live Forecast: CSK 172,CSK 52.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • CSK 99/2,Live Forecast: CSK 164,GT 56.09%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • CSK 107/2,Live Forecast: CSK 167,GT 52.73%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • CSK 125/3,Ajinkya Rahane c Shubman Gill b Nalkande 17 (10b 0x4 1x6 15m) SR: 170;W;Live Forecast: CSK 178,CSK 59.59%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • CSK 131/4,Devon Conway c Rashid Khan b Mohammed Shami 40 (34b 4x4 0x6 74m) SR: 117.64;W;Live Forecast: CSK 173,CSK 54.04%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • CSK 137/4,Live Forecast: CSK 169,GT 50.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • CSK 148/5,Ambati Rayudu c Shanaka b Rashid Khan 17 (9b 1x4 1x6 15m) SR: 188.88;W;Live Forecast: CSK 169,GT 50.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • CSK 157/6,MS Dhoni c Pandya b Sharma 1 (2b 0x4 0x6 4m) SR: 50;W;Live Forecast: CSK 169,GT 50.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 20 • CSK 172/7,Ravindra Jadeja b Mohammed Shami 22 (16b 2x4 0x6 25m) SR: 137.5;W;Live Forecast: CSK 172,CSK 52.91%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • GT 3/0,GT needed 170 runs from 114 balls,CSK 57.89%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • GT 9/0,GT needed 164 runs from 108 balls,CSK 59.92%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • GT 22/1,Wriddhiman Saha c Pathirana b Chahar 12 (11b 2x4 0x6 14m) SR: 109.09;W;GT needed 151 runs from 102 balls,CSK 57.13%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • GT 32/1,GT needed 141 runs from 96 balls,GT 50.46%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • GT 39/1,GT needed 134 runs from 90 balls,GT 50.54%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • GT 41/2,Hardik Pandya c Jadeja b Theekshana 8 (7b 1x4 0x6 12m) SR: 114.28;W;GT needed 132 runs from 84 balls,CSK 66.95%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • GT 46/2,GT needed 127 runs from 78 balls,CSK 73.55%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • GT 52/2,GT needed 121 runs from 72 balls,CSK 74.32%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • GT 59/2,GT needed 114 runs from 66 balls,CSK 75.24%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • GT 72/2,GT needed 101 runs from 60 balls,GT 52.78%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • GT 74/3,Dasun Shanaka c Theekshana b Jadeja 17 (16b 1x4 1x6 12m) SR: 106.25;W;GT needed 99 runs from 54 balls,CSK 67.63%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • GT 84/3,GT needed 89 runs from 48 balls,CSK 67.72%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • GT 88/4,David Miller b Jadeja 4 (6b 0x4 0x6 11m) SR: 66.66;W;GT needed 85 runs from 42 balls,CSK 85.84%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • GT 95/5,Shubman Gill c Conway b Chahar 42 (38b 4x4 1x6 58m) SR: 110.52;W;GT needed 78 runs from 36 balls,CSK 92.64%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • GT 102/6,Rahul Tewatia b Theekshana 3 (5b 0x4 0x6 8m) SR: 60;W;GT needed 71 runs from 30 balls,CSK 96.96%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • GT 115/6,GT needed 58 runs from 24 balls,CSK 95.39%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • GT 134/6,GT needed 39 runs from 18 balls,CSK 73.13%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • GT 138/8,Vijay Shankar c Gaikwad b Pathirana 14 (10b 0x4 1x6 30m) SR: 140;W;Darshan Nalkande run out (sub [SP Senapati]) 0 (1b 0x4 0x6 1m) SR: 0;W;GT needed 35 runs from 12 balls,CSK 98.13%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • GT 146/9,Rashid Khan c Conway b Deshpande 30 (16b 3x4 2x6 26m) SR: 187.5;W;GT needed 27 runs from 6 balls,CSK 99%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
