over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • CSK 191/7,MS Dhoni c Swapnil Singh b Yash Dayal 25 (13b 3x4 1x6 25m) SR: 192.3;W;RCB won by 27 runs,RCB 100%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 1 • RCB 2/0,Live Forecast: RCB 169,CSK 58.94%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 2 • RCB 18/0,Live Forecast: RCB 177,CSK 50.28%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 3 • RCB 31/0,Live Forecast: RCB 184,RCB 57.41%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 4 • RCB 35/0,Live Forecast: RCB 183,RCB 56.32%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 5 • RCB 37/0,Live Forecast: RCB 174,CSK 53.57%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 6 • RCB 42/0,Live Forecast: RCB 164,CSK 64.08%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 7 • RCB 52/0,Live Forecast: RCB 169,CSK 58.94%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 8 • RCB 60/0,Live Forecast: RCB 174,CSK 53.57%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 9 • RCB 70/0,Live Forecast: RCB 185,RCB 58.49%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 10 • RCB 78/1,Virat Kohli c Mitchell b Santner 47 (29b 3x4 4x6 39m) SR: 162.06;W;Live Forecast: RCB 190,RCB 63.78%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
