player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Khaleel Ahmed,bowler,57,57,,,,74,25.41,8.84,17.2
Ishant Sharma,bowler,110,110,,,,92,34.47,8.24,25.0
Anrich Nortje,bowler,46,46,,,,60,26.23,8.96,17.5
Rasikh Salam,bowler,11,11,,,,9,37.66,10.43,21.6
Sumit Kumar,bowler,4,2,,,,0,-,11.40,-
Axar Patel,bowler,150,148,,,,123,30.55,7.27,25.1
Mitchell Marsh,bowler,42,34,,,,37,21.48,8.51,15.1
