over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • RCB 187/2,RCB won by 8 wickets (with 4 balls remaining),RCB 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 2/0,Live Forecast: SRH 166,RCB 53.74%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 7/0,Live Forecast: SRH 162,RCB 58.2%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 11/0,Live Forecast: SRH 159,RCB 61.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 27/0,Live Forecast: SRH 176,SRH 57.56%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 33/2,Abhishek Sharma c Lomror b Bracewell 11 (14b 2x4 0x6 22m) SR: 78.57;W;Rahul Tripathi c Patel b Bracewell 15 (12b 2x4 1x6 25m) SR: 125;W;Live Forecast: SRH 175,SRH 56.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 49/2,Live Forecast: SRH 191,SRH 72.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • SRH 56/2,Live Forecast: SRH 194,SRH 75.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 65/2,Live Forecast: SRH 202,SRH 81.55%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 76/2,Live Forecast: SRH 202,SRH 81.55%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 81/2,Live Forecast: SRH 191,SRH 72.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • SRH 94/2,Live Forecast: SRH 197,SRH 77.9%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • SRH 101/2,Live Forecast: SRH 187,SRH 69.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • SRH 104/3,Aiden Markram b Shahbaz Ahmed 18 (20b 0x4 0x6 37m) SR: 90;W;Live Forecast: SRH 182,SRH 64.05%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • SRH 112/3,Live Forecast: SRH 175,SRH 56.44%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • SRH 133/3,Live Forecast: SRH 194,SRH 75.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • SRH 141/3,Live Forecast: SRH 189,SRH 71.02%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • SRH 160/3,Live Forecast: SRH 197,SRH 77.9%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • SRH 167/3,Live Forecast: SRH 191,SRH 72.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • SRH 182/4,Heinrich Klaasen b Patel 104 (51b 8x4 6x6 62m) SR: 203.92;W;Live Forecast: SRH 194,SRH 75.46%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • SRH 186/5,Glenn Phillips c Parnell b Mohammed Siraj 5 (4b 1x4 0x6 10m) SR: 125;W;Live Forecast: SRH 186,SRH 68.13%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • RCB 8/0,RCB needed 179 runs from 114 balls,SRH 66.78%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • RCB 20/0,RCB needed 167 runs from 108 balls,SRH 60.51%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • RCB 27/0,RCB needed 160 runs from 102 balls,SRH 61.03%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • RCB 45/0,RCB needed 142 runs from 96 balls,RCB 57.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • RCB 59/0,RCB needed 128 runs from 90 balls,RCB 74.93%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • RCB 64/0,RCB needed 123 runs from 84 balls,RCB 71.86%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • RCB 72/0,RCB needed 115 runs from 78 balls,RCB 66.65%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • RCB 79/0,RCB needed 108 runs from 72 balls,RCB 62.77%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • RCB 90/0,RCB needed 97 runs from 66 balls,RCB 74.26%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • RCB 95/0,RCB needed 92 runs from 60 balls,RCB 70.34%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • RCB 98/0,RCB needed 89 runs from 54 balls,RCB 57.3%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • RCB 108/0,RCB needed 79 runs from 48 balls,RCB 63.83%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • RCB 117/0,RCB needed 70 runs from 42 balls,RCB 75.38%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • RCB 132/0,RCB needed 55 runs from 36 balls,RCB 93.98%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • RCB 150/0,RCB needed 37 runs from 30 balls,RCB 99.04%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • RCB 154/0,RCB needed 33 runs from 24 balls,RCB 98.31%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • RCB 164/0,RCB needed 23 runs from 18 balls,RCB 99.03%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • RCB 172/1,Virat Kohli c Phillips b Kumar 100 (63b 12x4 4x6 82m) SR: 158.73;W;RCB needed 15 runs from 12 balls,RCB 98.71%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • RCB 184/2,Faf du Plessis c Tripathi b Natarajan 71 (47b 7x4 2x6 86m) SR: 151.06;W;RCB needed 3 runs from 6 balls,RCB 99.5%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
