over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • PBKS 180/6,SRH won by 2 runs,SRH 100%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 1 • SRH 4/0,Live Forecast: SRH 173,PBKS 50.75%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 2 • SRH 10/0,Live Forecast: SRH 170,PBKS 54.1%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 3 • SRH 26/0,Live Forecast: SRH 179,SRH 55.96%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 4 • SRH 28/2,Travis Head c Dhawan b Arshdeep Singh 21 (15b 4x4 0x6) SR: 140;W;Aiden Markram c †JM Sharma b Arshdeep Singh 0 (2b 0x4 0x6) SR: 0;W;Live Forecast: SRH 173,PBKS 50.75%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 5 • SRH 39/3,Abhishek Sharma c Shashank Singh b Curran 16 (11b 2x4 1x6) SR: 145.45;W;Live Forecast: SRH 177,SRH 53.73%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 6 • SRH 40/3,Live Forecast: SRH 160,PBKS 64.8%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 7 • SRH 47/3,Live Forecast: SRH 162,PBKS 62.74%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 8 • SRH 56/3,Live Forecast: SRH 166,PBKS 58.49%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 9 • SRH 61/3,Live Forecast: SRH 167,PBKS 57.41%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 10 • SRH 66/4,Rahul Tripathi c †JM Sharma b Patel 11 (14b 1x4 0x6) SR: 78.57;W;Live Forecast: SRH 166,PBKS 58.49%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 11 • SRH 81/4,Live Forecast: SRH 177,SRH 53.73%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 12 • SRH 90/4,Live Forecast: SRH 179,SRH 55.96%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 13 • SRH 100/4,Live Forecast: SRH 184,SRH 61.41%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 14 • SRH 111/5,Heinrich Klaasen c Curran b Patel 9 (9b 1x4 0x6) SR: 100;W;Live Forecast: SRH 175,SRH 51.5%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
