over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • PBKS 177/6,PBKS won by 4 wickets (with 4 balls remaining),PBKS 100%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 1 • DC 10/0,Live Forecast: DC 172,DC 53.23%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 2 • DC 21/0,Live Forecast: DC 176,DC 57.65%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 3 • DC 33/0,Live Forecast: DC 179,DC 60.89%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 4 • DC 40/1,Mitchell Marsh c Chahar b Arshdeep Singh 20 (12b 2x4 2x6 16m) SR: 166.66;W;Live Forecast: DC 179,DC 60.89%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 5 • DC 51/1,Live Forecast: DC 185,DC 67.05%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 6 • DC 54/1,Live Forecast: DC 175,DC 56.56%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 7 • DC 68/1,Live Forecast: DC 184,DC 66.05%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 8 • DC 74/2,David Warner c †Sharma b Patel 29 (21b 3x4 2x6 35m) SR: 138.09;W;Live Forecast: DC 188,DC 69.92%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 9 • DC 79/2,Live Forecast: DC 183,DC 65.05%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 10 • DC 86/2,Live Forecast: DC 182,DC 64.03%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 11 • DC 95/3,Shai Hope c Harpreet Brar b Rabada 33 (25b 2x4 2x6 30m) SR: 132;W;Live Forecast: DC 178,DC 59.82%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 12 • DC 103/3,Live Forecast: DC 184,DC 66.05%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
Over 13 • DC 111/4,Rishabh Pant c Bairstow b Patel 18 (13b 2x4 0x6 19m) SR: 138.46;W;Live Forecast: DC 181,DC 63%,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,7734,375,6087,20.62,7.62
