over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
19,PBKS,145/5,N/A,N/A,7.63,N/A,PBKS,100.0,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
1,RR,9/1,176,N/A,9.00,N/A,RR,51.72,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
2,RR,15/1,172,N/A,7.50,N/A,PBKS,52.72,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
3,RR,21/1,170,N/A,7.00,N/A,PBKS,54.93,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
4,RR,31/1,171,N/A,7.75,N/A,PBKS,53.83,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
5,RR,34/1,167,N/A,6.80,N/A,PBKS,58.19,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
6,RR,38/1,161,N/A,6.33,N/A,PBKS,64.45,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
7,RR,41/2,157,N/A,5.86,N/A,PBKS,68.36,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
8,RR,43/3,152,N/A,5.38,N/A,PBKS,72.88,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
9,RR,53/3,156,N/A,5.89,N/A,PBKS,69.29,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
10,RR,58/3,155,N/A,5.80,N/A,PBKS,70.22,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
11,RR,68/3,169,N/A,6.18,N/A,PBKS,56.02,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
12,RR,85/3,178,N/A,7.08,N/A,RR,53.94,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
13,RR,92/4,175,N/A,7.08,N/A,RR,50.61,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
14,RR,101/5,166,N/A,7.21,N/A,PBKS,59.26,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
15,RR,103/6,154,N/A,6.87,N/A,PBKS,71.12,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
16,RR,113/6,154,N/A,7.06,N/A,PBKS,71.12,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
17,RR,122/6,153,N/A,7.18,N/A,PBKS,72.01,"Barsapara Cricket Stadium, Guwahati",18,4881,180,3724,27.11,7.86
