over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • LSG 173/6,RR won by 20 runs,RR 100%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 1 • RR 3/0,Live Forecast: RR 170,RR 50.15%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 2 • RR 13/1,Jos Buttler c †Rahul b Naveen-ul-Haq 11 (9b 2x4 0x6 15m) SR: 122.22;W;Live Forecast: RR 169,LSG 50.97%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 3 • RR 24/1,Live Forecast: RR 174,RR 54.62%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 4 • RR 32/1,Live Forecast: RR 176,RR 56.83%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 5 • RR 49/2,Yashasvi Jaiswal c Pandya b Mohsin Khan 24 (12b 3x4 1x6 34m) SR: 200;W;Live Forecast: RR 188,RR 69.21%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 6 • RR 54/2,Live Forecast: RR 188,RR 69.21%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 7 • RR 59/2,Live Forecast: RR 186,RR 67.28%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 8 • RR 63/2,Live Forecast: RR 169,LSG 50.97%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 9 • RR 84/2,Live Forecast: RR 190,RR 71.07%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 10 • RR 89/2,Live Forecast: RR 197,RR 77%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
Over 11 • RR 104/2,Live Forecast: RR 216,RR 88.49%,"Sawai Mansingh Stadium, Jaipur",127,36943,1514,28859,24.40,7.68
