player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Mohsin Khan,bowler,24,23,,,,27,25.51,8.50,18.0
Naveen-ul-Haq,bowler,18,17,,,,25,23.64,9.16,15.4
Krunal Pandya,bowler,127,117,,,,76,34.28,7.36,27.9
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
Yash Thakur,bowler,19,19,,,,24,28.79,10.26,16.8
Ayush Badoni,bowler,42,5,,,,2,18.00,8.64,12.5
