over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 16 • RCB 206/1,RCB won by 9 wickets (with 24 balls remaining),RCB 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 6/1,Wriddhiman Saha c Sharma b Swapnil Singh 5 (4b 1x4 0x6 4m) SR: 125;W;Live Forecast: GT 175,RCB 50.64%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 13/1,Live Forecast: GT 174,RCB 51.75%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 24/1,Live Forecast: GT 177,GT 51.56%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 28/1,Live Forecast: GT 171,RCB 55.03%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 35/1,Live Forecast: GT 174,RCB 51.75%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 42/1,Live Forecast: GT 167,RCB 59.32%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 47/2,Shubman Gill c Green b Maxwell 16 (19b 1x4 0x6 35m) SR: 84.21;W;Live Forecast: GT 168,RCB 58.26%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 59/2,Live Forecast: GT 174,RCB 51.75%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 72/2,Live Forecast: GT 195,GT 70.32%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 82/2,Live Forecast: GT 208,GT 80.87%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 92/2,Live Forecast: GT 208,GT 80.87%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
