over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • PBKS 198/8,Liam Livingstone c Patel b Sharma 94 (48b 5x4 9x6 69m) SR: 195.83;W;DC won by 15 runs,DC 100%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 1 • DC 4/0,Live Forecast: DC 166,PBKS 51.88%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 2 • DC 6/0,Live Forecast: DC 160,PBKS 58.61%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 3 • DC 18/0,Live Forecast: DC 165,PBKS 53.01%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 4 • DC 35/0,Live Forecast: DC 185,DC 68.75%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 5 • DC 51/0,Live Forecast: DC 203,DC 83.21%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 6 • DC 61/0,Live Forecast: DC 211,DC 87.65%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 7 • DC 71/0,Live Forecast: DC 218,DC 90.65%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 8 • DC 76/0,Live Forecast: DC 194,DC 76.77%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 9 • DC 83/0,Live Forecast: DC 186,DC 69.71%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 10 • DC 93/0,Live Forecast: DC 190,DC 73.39%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 11 • DC 103/1,David Warner c Dhawan b Curran 46 (31b 5x4 2x6 53m) SR: 148.38;W;Live Forecast: DC 198,DC 79.83%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 12 • DC 108/1,Live Forecast: DC 194,DC 76.77%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 13 • DC 125/1,Live Forecast: DC 208,DC 86.12%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 14 • DC 138/1,Live Forecast: DC 212,DC 88.12%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 15 • DC 148/2,Prithvi Shaw c Taide b Curran 54 (38b 7x4 1x6 74m) SR: 142.1;W;Live Forecast: DC 209,DC 86.65%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 16 • DC 154/2,Live Forecast: DC 196,DC 78.34%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 17 • DC 162/2,Live Forecast: DC 194,DC 76.77%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 18 • DC 172/2,Live Forecast: DC 193,DC 75.96%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 19 • DC 190/2,Live Forecast: DC 201,DC 81.92%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 20 • DC 213/2,Live Forecast: DC 213,DC 88.58%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 1 • PBKS 0/0,PBKS needed 214 runs from 114 balls,DC 91.68%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 2 • PBKS 7/1,Shikhar Dhawan c Aman Hakim Khan b Sharma 0 (1b 0x4 0x6 9m) SR: 0;W;PBKS needed 207 runs from 108 balls,DC 94.54%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
Over 3 • PBKS 10/1,PBKS needed 204 runs from 102 balls,DC 96.19%,"Himachal Pradesh Cricket Association Stadium, Dharamsala",33,9340,390,7010,23.94,7.99
