innings_num,batting_team,over_number,ball_number,total_score,total_wickets,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,current_run_rate,required_run_rate,striker_batsman,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate,runs_scored_over_rolling_avg,powerplay,middle_overs,death_overs,projected_score,pressure_index,model_win_probability
2,,0,3,2,0,0,1,0,0,LSG,50.29,4.0,9.69,Mitchell Marsh,,field first,Mitchell Marsh,1,2,0,0,Aiden Markram,1,1,0,0,Abhishek Sharma,0.3,0,2,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,29.7,129.48,36.9,8.63,25.6,0,0,0,1,0,0,80,4.8,0.21
2,,0,4,3,0,0,0,0,0,SRH,51.29,4.5,9.72,Mitchell Marsh,,field first,Mitchell Marsh,2,3,0,0,Aiden Markram,1,1,0,0,Abhishek Sharma,0.4,0,3,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,29.7,129.48,36.9,8.63,25.6,0,0,0,1,0,0,90,4.9,0.2
2,,0,5,3,0,0,1,0,0,SRH,51.9,3.6,9.81,Aiden Markram,,field first,Aiden Markram,1,2,0,0,Mitchell Marsh,2,3,0,0,Abhishek Sharma,0.5,0,3,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,29.7,129.48,39.95,132.74,36.9,8.63,25.6,0,0,0,1,0,0,72,4.9,0.25
2,,0,6,3,0,0,1,0,0,SRH,53.57,3.0,9.89,Aiden Markram,,field first,Aiden Markram,1,3,0,0,Mitchell Marsh,2,3,0,0,Abhishek Sharma,0.6,0,3,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,29.7,129.48,39.95,132.74,36.9,8.63,25.6,0,0,0,1,0,0,60,4.9,0.25
2,,1,1,3,0,0,1,0,0,SRH,54.72,2.57,9.98,Mitchell Marsh,,field first,Mitchell Marsh,2,4,0,0,Aiden Markram,1,3,0,0,Mohammed Shami,0.1,0,0,0,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,29.7,129.48,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,51,5.0,0.15
2,,1,2,4,0,0,0,0,0,SRH,55.8,3.0,10.02,Mitchell Marsh,,field first,Mitchell Marsh,3,5,0,0,Aiden Markram,1,3,0,0,Mohammed Shami,0.2,0,1,0,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,29.7,129.48,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,60,5.0,0.13
2,,1,3,4,1,0,0,1,0,SRH,56.49,2.66,10.11,Mitchell Marsh,,field first,Mitchell Marsh,3,5,0,0,Unknown,0,0,0,0,Mohammed Shami,0.3,0,1,1,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,0,0,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,53,5.6,0.12
2,,1,4,9,1,0,0,0,0,SRH,62.09,6.0,9.93,Nicholas Pooran,,field first,Nicholas Pooran,0,0,0,0,Mitchell Marsh,3,5,0,0,Mohammed Shami,0.3,0,6,1,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,119,5.5,0.24
2,,1,5,14,1,1,0,0,0,SRH,57.6,7.63,9.74,Mitchell Marsh,,field first,Mitchell Marsh,7,6,1,0,Nicholas Pooran,1,1,0,0,Mohammed Shami,0.5,0,11,1,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,153,5.4,0.12
2,,1,6,14,1,0,1,0,0,SRH,54.43,7.0,9.83,Mitchell Marsh,,field first,Mitchell Marsh,7,7,1,0,Nicholas Pooran,1,1,0,0,Mohammed Shami,0.6,0,11,1,Abhishek Sharma,1.0,0,3,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,36.9,8.63,25.6,3.0,1,0,0,140,5.4,0.11
2,,2,1,18,1,1,0,0,0,SRH,56.11,8.3,9.7,Nicholas Pooran,,field first,Nicholas Pooran,5,2,1,0,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.1,0,4,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,166,5.3,0.38
2,,2,2,18,1,0,1,0,0,SRH,54.14,7.71,9.79,Nicholas Pooran,,field first,Nicholas Pooran,5,3,1,0,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.2,0,4,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,154,5.4,0.36
2,,2,3,18,1,0,1,0,0,SRH,55.16,7.2,9.89,Nicholas Pooran,,field first,Nicholas Pooran,5,4,1,0,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.3,0,4,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,144,5.4,0.31
2,,2,4,24,1,1,0,0,0,SRH,52.58,9.0,9.63,Nicholas Pooran,,field first,Nicholas Pooran,11,5,1,1,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.4,0,10,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,180,5.3,0.41
2,,2,5,30,1,1,0,0,0,SRH,52.58,10.58,9.38,Nicholas Pooran,,field first,Nicholas Pooran,17,6,1,2,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.5,0,16,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,212,5.2,0.5
2,,2,6,30,1,0,1,0,0,LSG,53.25,10.0,9.47,Nicholas Pooran,,field first,Nicholas Pooran,17,7,1,2,Mitchell Marsh,7,7,1,0,Simarjeet Singh,0.6,0,16,0,Mohammed Shami,1.0,0,11,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,27.72,9.24,18.0,26.99,8.46,19.1,7.0,1.0,1,0,0,200,5.2,0.49
2,,3,1,35,1,1,0,0,0,LSG,53.25,11.05,9.27,Nicholas Pooran,,field first,Nicholas Pooran,22,8,2,2,Mitchell Marsh,7,7,1,0,Mohammed Shami,1.1,0,15,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,221,5.1,0.5
2,,3,2,36,1,0,0,0,0,LSG,57.07,10.8,9.3,Nicholas Pooran,,field first,Nicholas Pooran,23,9,2,2,Mitchell Marsh,7,7,1,0,Mohammed Shami,1.2,0,16,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,216,5.2,0.51
2,,3,3,42,1,1,0,0,0,LSG,57.73,12.0,9.03,Mitchell Marsh,,field first,Mitchell Marsh,13,8,1,1,Nicholas Pooran,23,9,2,2,Mohammed Shami,1.3,0,22,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,240,5.0,0.2
2,,3,4,42,1,0,1,0,0,LSG,61.99,11.45,9.12,Mitchell Marsh,,field first,Mitchell Marsh,13,9,1,1,Nicholas Pooran,23,9,2,2,Mohammed Shami,1.4,0,22,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,229,5.1,0.2
2,,3,5,48,1,1,0,0,0,LSG,62.1,12.52,8.85,Mitchell Marsh,,field first,Mitchell Marsh,19,10,1,2,Nicholas Pooran,23,9,2,2,Mohammed Shami,1.5,0,28,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,250,4.9,0.24
2,,3,6,49,1,0,0,0,0,LSG,66.72,12.25,8.88,Mitchell Marsh,,field first,Mitchell Marsh,19,11,1,2,Nicholas Pooran,23,9,2,2,Mohammed Shami,1.6,0,28,1,Simarjeet Singh,1.0,0,17,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,26.99,8.46,19.1,27.72,9.24,18.0,8.67,1.5,1,0,0,245,4.9,0.21
2,,4,1,49,1,0,1,0,0,LSG,67.92,11.76,8.97,Mitchell Marsh,,field first,Mitchell Marsh,19,12,1,2,Nicholas Pooran,23,9,2,2,Abhishek Sharma,1.1,0,3,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,235,5.0,0.24
2,,4,2,53,1,1,0,0,0,LSG,66.23,12.23,8.81,Mitchell Marsh,,field first,Mitchell Marsh,23,13,2,2,Nicholas Pooran,23,9,2,2,Abhishek Sharma,1.2,0,7,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,245,4.9,0.28
2,,4,3,53,1,0,1,0,0,LSG,68.87,11.77,8.9,Mitchell Marsh,,field first,Mitchell Marsh,23,14,2,2,Nicholas Pooran,23,9,2,2,Abhishek Sharma,1.3,0,7,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,235,5.0,0.28
2,,4,4,53,1,0,1,0,0,LSG,68.49,11.35,9.0,Mitchell Marsh,,field first,Mitchell Marsh,23,15,2,2,Nicholas Pooran,23,9,2,2,Abhishek Sharma,1.4,0,7,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,227,5.0,0.25
2,,4,5,60,1,1,0,0,0,LSG,67.2,12.41,8.64,Nicholas Pooran,,field first,Nicholas Pooran,29,10,2,3,Mitchell Marsh,24,15,2,2,Abhishek Sharma,1.5,0,14,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,248,4.8,0.62
2,,4,6,66,1,1,0,0,0,LSG,72.33,13.2,8.33,Nicholas Pooran,,field first,Nicholas Pooran,35,11,2,4,Mitchell Marsh,24,15,2,2,Abhishek Sharma,1.6,0,20,0,Mohammed Shami,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,36.9,8.63,25.6,26.99,8.46,19.1,8.67,1.5,1,0,0,264,4.7,0.63
2,,5,1,67,1,0,0,0,0,LSG,77.73,12.96,8.36,Mitchell Marsh,,field first,Mitchell Marsh,25,16,2,2,Nicholas Pooran,35,11,2,4,Pat Cummins,0.1,0,1,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,259,4.7,0.31
2,,5,2,71,1,1,0,0,0,LSG,78.55,13.31,8.18,Nicholas Pooran,,field first,Nicholas Pooran,39,12,3,4,Mitchell Marsh,25,16,2,2,Pat Cummins,0.2,0,5,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,266,4.6,0.55
2,,5,3,71,1,0,1,0,0,LSG,80.44,12.9,8.28,Nicholas Pooran,,field first,Nicholas Pooran,39,13,3,4,Mitchell Marsh,25,16,2,2,Pat Cummins,0.3,0,5,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,258,4.6,0.54
2,,5,4,75,1,1,0,0,0,LSG,80.04,13.23,8.09,Nicholas Pooran,,field first,Nicholas Pooran,43,14,4,4,Mitchell Marsh,25,16,2,2,Pat Cummins,0.4,0,9,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,265,4.5,0.53
2,,5,5,76,1,0,0,0,0,LSG,81.52,13.41,8.12,Nicholas Pooran,,field first,Nicholas Pooran,43,14,4,4,Mitchell Marsh,25,16,2,2,Pat Cummins,0.4,0,10,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,266,4.6,0.53
2,,5,6,77,1,0,0,0,0,LSG,81.64,12.83,8.14,Nicholas Pooran,,field first,Nicholas Pooran,44,16,4,4,Mitchell Marsh,25,16,2,2,Pat Cummins,0.6,0,11,0,Abhishek Sharma,2.0,0,20,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,36.9,8.63,25.6,8.67,1.5,1,0,0,257,4.6,0.54
2,,6,1,78,1,0,0,0,0,LSG,81.52,12.64,8.17,Nicholas Pooran,,field first,Nicholas Pooran,45,17,4,4,Mitchell Marsh,25,16,2,2,Adam Zampa,0.1,0,1,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,253,4.6,0.45
2,,6,2,79,1,0,0,0,0,LSG,80.98,12.47,8.2,Mitchell Marsh,,field first,Mitchell Marsh,26,17,2,2,Nicholas Pooran,45,17,4,4,Adam Zampa,0.2,0,2,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,249,4.6,0.27
2,,6,3,85,1,1,0,0,0,LSG,80.63,13.07,7.85,Nicholas Pooran,,field first,Nicholas Pooran,51,18,4,5,Mitchell Marsh,26,17,2,2,Adam Zampa,0.3,0,8,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,261,4.4,0.46
2,,6,4,85,1,0,1,0,0,LSG,84.67,12.75,7.95,Nicholas Pooran,,field first,Nicholas Pooran,51,19,4,5,Mitchell Marsh,26,17,2,2,Adam Zampa,0.4,0,8,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,255,4.5,0.47
2,,6,5,91,1,1,0,0,0,LSG,84.64,13.31,7.59,Nicholas Pooran,,field first,Nicholas Pooran,57,20,4,6,Mitchell Marsh,26,17,2,2,Adam Zampa,0.5,0,14,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,266,4.3,0.51
2,,6,6,95,1,1,0,0,0,LSG,87.5,13.57,7.38,Nicholas Pooran,,field first,Nicholas Pooran,61,21,5,6,Mitchell Marsh,26,17,2,2,Adam Zampa,0.6,0,18,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,271,4.2,0.52
2,,6,5,96,1,1,0,0,0,LSG,89.8,14.04,7.22,Nicholas Pooran,,field first,Nicholas Pooran,61,20,5,6,Mitchell Marsh,26,17,2,2,Adam Zampa,0.5,0,19,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,281,4.1,0.55
2,,6,6,96,1,0,1,0,0,LSG,89.8,13.71,7.31,Nicholas Pooran,,field first,Nicholas Pooran,61,21,5,6,Mitchell Marsh,26,17,2,2,Adam Zampa,0.6,0,19,0,Pat Cummins,1.0,0,11,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,274,4.2,0.55
2,,7,1,97,1,0,0,0,0,LSG,90.4,13.53,7.32,Mitchell Marsh,,field first,Mitchell Marsh,27,18,2,2,Nicholas Pooran,61,21,5,6,Harshal Patel,0.1,0,1,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,271,4.2,0.35
2,,7,2,98,1,0,0,0,0,LSG,90.48,13.36,7.34,Nicholas Pooran,,field first,Nicholas Pooran,62,22,5,6,Mitchell Marsh,27,18,2,2,Harshal Patel,0.2,0,2,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,267,4.2,0.53
2,,7,3,102,1,1,0,0,0,LSG,90.67,13.6,7.12,Mitchell Marsh,,field first,Mitchell Marsh,31,19,3,2,Nicholas Pooran,62,22,5,6,Harshal Patel,0.3,0,6,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,272,4.1,0.37
2,,7,4,102,1,0,1,0,0,LSG,91.98,13.3,7.22,Mitchell Marsh,,field first,Mitchell Marsh,31,20,3,2,Nicholas Pooran,62,22,5,6,Harshal Patel,0.4,0,6,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,266,4.1,0.37
2,,7,5,105,1,0,0,0,0,LSG,92.65,13.69,7.07,Nicholas Pooran,,field first,Nicholas Pooran,62,22,5,6,Mitchell Marsh,32,20,3,2,Harshal Patel,0.4,0,9,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,272,4.0,0.58
2,,7,6,111,1,0,0,0,0,LSG,94.46,13.87,6.67,Nicholas Pooran,,field first,Nicholas Pooran,67,24,6,6,Mitchell Marsh,32,20,3,2,Harshal Patel,0.6,0,15,0,Adam Zampa,1.0,0,19,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,29.76,7.22,24.7,18.35,8.18,13.4,8.67,1.5,0,1,0,277,3.8,0.56
2,,8,1,114,1,0,0,0,0,LSG,95.56,13.95,6.51,Nicholas Pooran,,field first,Nicholas Pooran,70,25,6,6,Mitchell Marsh,32,20,3,2,Pat Cummins,1.1,0,14,0,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,32.92,164.64,39.95,132.74,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,279,3.8,0.61
2,,8,2,114,1,0,1,0,0,LSG,95.56,13.68,6.6,Mitchell Marsh,,field first,Mitchell Marsh,32,21,3,2,Nicholas Pooran,70,25,6,6,Pat Cummins,1.2,0,14,0,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,274,3.8,0.42
2,,8,3,120,1,0,0,0,0,LSG,96.57,14.11,6.17,Mitchell Marsh,,field first,Mitchell Marsh,37,22,4,2,Nicholas Pooran,70,25,6,6,Pat Cummins,1.3,0,20,0,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,32.92,164.64,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,282,3.6,0.45
2,,8,4,120,2,0,0,1,0,LSG,96.76,13.84,6.26,Mitchell Marsh,,field first,Mitchell Marsh,37,22,4,2,Unknown,0,0,0,0,Pat Cummins,1.4,0,20,1,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,0,0,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,277,4.1,0.41
2,,8,5,120,2,0,1,0,0,LSG,94.26,13.58,6.36,Rishabh Pant,,field first,Rishabh Pant,0,1,0,0,Mitchell Marsh,37,22,4,2,Pat Cummins,1.5,0,20,1,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,39.95,132.74,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,272,4.2,0.62
2,,8,6,120,2,0,1,0,0,LSG,93.92,13.33,6.45,Rishabh Pant,,field first,Rishabh Pant,0,2,0,0,Mitchell Marsh,37,22,4,2,Pat Cummins,1.6,0,20,1,Harshal Patel,1.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,39.95,132.74,32.33,8.95,21.6,29.76,7.22,24.7,8.67,1.5,0,1,0,267,4.2,0.61
2,,9,1,124,2,1,0,0,0,LSG,93.92,13.52,6.18,Mitchell Marsh,,field first,Mitchell Marsh,41,23,5,2,Rishabh Pant,0,2,0,0,Adam Zampa,1.1,0,23,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,270,4.1,0.37
2,,9,2,125,2,0,0,0,0,LSG,95.25,13.39,6.19,Mitchell Marsh,,field first,Mitchell Marsh,42,24,5,2,Rishabh Pant,0,2,0,0,Adam Zampa,1.2,0,24,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,268,4.1,0.37
2,,9,3,126,2,0,0,0,0,LSG,95.25,13.26,6.19,Rishabh Pant,,field first,Rishabh Pant,1,3,0,0,Mitchell Marsh,42,24,5,2,Adam Zampa,1.3,0,25,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,265,4.1,0.56
2,,9,4,127,2,0,0,0,0,LSG,95.36,13.13,6.19,Mitchell Marsh,,field first,Mitchell Marsh,43,25,5,2,Rishabh Pant,1,3,0,0,Adam Zampa,1.4,0,26,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,263,4.1,0.37
2,,9,5,128,2,0,0,0,0,LSG,95.53,13.01,6.2,Rishabh Pant,,field first,Rishabh Pant,2,4,0,0,Mitchell Marsh,43,25,5,2,Adam Zampa,1.5,0,27,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,39.95,132.74,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,260,4.1,0.55
2,,9,6,129,2,0,0,0,0,LSG,95.64,12.9,6.2,Mitchell Marsh,,field first,Mitchell Marsh,44,26,5,2,Rishabh Pant,2,4,0,0,Adam Zampa,1.6,0,28,0,Pat Cummins,2.0,0,20,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,18.35,8.18,13.4,32.33,8.95,21.6,8.67,1.5,0,1,0,258,4.1,0.37
