innings_num,batting_team,over_number,ball_number,total_score,total_wickets,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,current_run_rate,required_run_rate,striker_batsman,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate,runs_scored_over_rolling_avg,powerplay,middle_overs,death_overs,projected_score,pressure_index,model_win_probability
1,SRH,10,3,98,3,0,0,0,0,SRH,55.54,9.33,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,24,17,2,0,Heinrich Klaasen,15,12,0,1,Ravi Bishnoi,1.3,0,10,0,Prince Yadav,2.0,0,16,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,40.72,171.38,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,187,0,0.82
1,SRH,10,4,102,3,1,0,0,0,SRH,54.76,9.56,0,Heinrich Klaasen,,field first,Heinrich Klaasen,19,13,1,1,Nitish Kumar Reddy,24,17,2,0,Ravi Bishnoi,1.4,0,14,0,Prince Yadav,2.0,0,16,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,40.72,171.38,33.3,146.69,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,191,0,0.72
1,SRH,10,5,103,3,0,0,0,0,SRH,54.76,9.5,0,Heinrich Klaasen,,field first,Heinrich Klaasen,20,14,1,1,Nitish Kumar Reddy,24,17,2,0,Ravi Bishnoi,1.5,0,15,0,Prince Yadav,2.0,0,16,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,40.72,171.38,33.3,146.69,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,190,0,0.71
1,SRH,10,6,103,3,0,1,0,0,SRH,56.14,9.36,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,24,18,2,0,Heinrich Klaasen,20,14,1,1,Ravi Bishnoi,1.6,0,15,0,Prince Yadav,2.0,0,16,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,40.72,171.38,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,187,0,0.83
1,SRH,11,1,104,3,0,0,0,0,SRH,54.8,9.31,0,Heinrich Klaasen,,field first,Heinrich Klaasen,21,15,1,1,Nitish Kumar Reddy,24,18,2,0,Prince Yadav,2.1,0,17,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,40.72,171.38,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,186,0,0.7
1,SRH,11,2,105,3,0,0,0,0,SRH,54.48,9.26,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,25,19,2,0,Heinrich Klaasen,21,15,1,1,Prince Yadav,2.2,0,18,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,40.72,171.38,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,185,0,0.81
1,SRH,11,3,109,3,1,0,0,0,SRH,53.53,9.47,0,Heinrich Klaasen,,field first,Heinrich Klaasen,25,16,2,1,Nitish Kumar Reddy,25,19,2,0,Prince Yadav,2.3,0,22,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,40.72,171.38,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,189,0,0.68
1,SRH,11,4,110,3,0,0,0,0,SRH,56.03,9.42,0,Heinrich Klaasen,,field first,Heinrich Klaasen,26,17,2,1,Nitish Kumar Reddy,25,19,2,0,Prince Yadav,2.4,0,23,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,40.72,171.38,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,188,0,0.69
1,SRH,11,5,110,3,0,1,0,0,SRH,54.1,9.29,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,25,20,2,0,Heinrich Klaasen,26,17,2,1,Prince Yadav,2.5,0,23,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,40.72,171.38,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,186,0,0.83
1,SRH,11,6,110,4,0,0,1,0,SRH,54.1,9.16,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,25,21,2,0,Unknown,0,0,0,0,Prince Yadav,2.6,0,23,1,Ravi Bishnoi,2.0,0,15,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,0,0,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,183,0,0.82
1,SRH,12,1,111,4,0,0,0,0,SRH,51.02,9.12,0,Aniket Verma,,field first,Aniket Verma,1,1,0,0,Nitish Kumar Reddy,25,21,2,0,Ravi Bishnoi,2.1,0,16,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,182,0,0.63
1,SRH,12,2,113,4,0,0,0,0,LSG,50.91,9.16,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,27,22,2,0,Aniket Verma,1,1,0,0,Ravi Bishnoi,2.2,0,18,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,7.0,233.33,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,183,0,0.8
1,SRH,12,3,113,4,0,1,0,0,SRH,50.16,9.04,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,27,23,2,0,Aniket Verma,1,1,0,0,Ravi Bishnoi,2.3,0,18,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,7.0,233.33,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,181,0,0.79
1,SRH,12,4,115,4,0,0,0,0,LSG,50.83,9.07,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,29,24,2,0,Aniket Verma,1,1,0,0,Ravi Bishnoi,2.4,0,20,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,7.0,233.33,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,182,0,0.8
1,SRH,12,5,116,4,0,0,0,0,LSG,50.74,9.03,0,Aniket Verma,,field first,Aniket Verma,1,1,0,0,Nitish Kumar Reddy,30,25,2,0,Ravi Bishnoi,2.5,0,21,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,181,0,0.65
1,SRH,12,6,122,4,1,0,0,0,LSG,50.7,9.38,0,Aniket Verma,,field first,Aniket Verma,7,2,0,1,Nitish Kumar Reddy,30,25,2,0,Ravi Bishnoi,2.6,0,27,0,Prince Yadav,3.0,0,23,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,188,0,0.65
1,SRH,13,1,123,4,0,0,0,0,SRH,52.63,9.34,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,31,26,2,0,Aniket Verma,7,2,0,1,Prince Yadav,3.1,0,24,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,7.0,233.33,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,187,0,0.78
1,SRH,13,2,123,4,0,1,0,0,SRH,54.64,9.22,0,Aniket Verma,,field first,Aniket Verma,7,3,0,1,Nitish Kumar Reddy,31,26,2,0,Prince Yadav,3.2,0,24,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,184,0,0.6
1,SRH,13,3,124,4,0,0,0,0,SRH,52.67,9.18,0,Aniket Verma,,field first,Aniket Verma,8,4,0,1,Nitish Kumar Reddy,31,26,2,0,Prince Yadav,3.3,0,25,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,184,0,0.6
1,SRH,13,4,126,4,0,0,0,0,SRH,53.38,9.33,0,Aniket Verma,,field first,Aniket Verma,9,4,0,1,Nitish Kumar Reddy,31,26,2,0,Prince Yadav,3.3,0,27,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,185,0,0.61
1,SRH,13,5,127,4,0,0,0,0,SRH,52.43,9.18,0,Aniket Verma,,field first,Aniket Verma,10,6,0,1,Nitish Kumar Reddy,31,26,2,0,Prince Yadav,3.5,0,28,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,33.3,146.69,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,184,0,0.63
1,SRH,13,6,128,4,0,0,0,0,SRH,51.12,9.14,0,Nitish Kumar Reddy,,field first,Nitish Kumar Reddy,32,27,2,0,Aniket Verma,10,6,0,1,Prince Yadav,3.6,0,29,1,Ravi Bishnoi,3.0,0,27,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,33.3,146.69,7.0,233.33,0.0,11.75,0.0,29.06,7.89,22.0,13.0,2.0,0,1,0,183,0,0.86
1,SRH,14,1,128,5,0,0,1,0,SRH,50.18,9.03,0,Aniket Verma,,field first,Aniket Verma,10,6,0,1,Unknown,0,0,0,0,Ravi Bishnoi,3.1,0,27,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,0,0,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,181,0,0.63
1,SRH,14,2,128,5,0,1,0,0,SRH,50.18,8.93,0,Abhinav Manohar,,field first,Abhinav Manohar,0,1,0,0,Aniket Verma,10,6,0,1,Ravi Bishnoi,3.2,0,27,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,7.0,233.33,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,179,0,0.61
1,SRH,14,3,129,5,0,0,0,0,LSG,51.17,8.89,0,Abhinav Manohar,,field first,Abhinav Manohar,1,2,0,0,Aniket Verma,10,6,0,1,Ravi Bishnoi,3.3,0,28,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,7.0,233.33,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,178,0,0.59
1,SRH,14,4,135,5,1,0,0,0,LSG,52.1,9.2,0,Aniket Verma,,field first,Aniket Verma,16,7,0,2,Abhinav Manohar,1,2,0,0,Ravi Bishnoi,3.4,0,34,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,184,0,0.7
1,SRH,14,5,141,5,1,0,0,0,SRH,50.85,9.5,0,Aniket Verma,,field first,Aniket Verma,22,8,0,3,Abhinav Manohar,1,2,0,0,Ravi Bishnoi,3.5,0,40,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,190,0,0.68
1,SRH,14,6,143,5,0,0,0,0,SRH,55.1,9.53,0,Aniket Verma,,field first,Aniket Verma,24,9,0,3,Abhinav Manohar,1,2,0,0,Ravi Bishnoi,3.6,0,42,1,Prince Yadav,4.0,0,29,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,29.06,7.89,22.0,0.0,11.75,0.0,13.0,2.0,0,1,0,191,0,0.68
1,SRH,15,1,143,5,0,1,0,0,SRH,56.49,9.42,0,Abhinav Manohar,,field first,Abhinav Manohar,1,3,0,0,Aniket Verma,24,9,0,3,Digvesh Rathi,3.1,0,27,0,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,7.0,233.33,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,189,0,0.64
1,SRH,15,2,144,5,0,0,0,0,SRH,55.18,9.39,0,Abhinav Manohar,,field first,Abhinav Manohar,2,4,0,0,Aniket Verma,24,9,0,3,Digvesh Rathi,3.2,0,28,0,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,7.0,233.33,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,188,0,0.64
1,SRH,15,3,144,5,0,1,0,0,SRH,54.25,9.29,0,Aniket Verma,,field first,Aniket Verma,24,10,0,3,Abhinav Manohar,2,4,0,0,Digvesh Rathi,3.3,0,28,0,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,186,0,0.67
1,SRH,15,4,150,5,1,0,0,0,SRH,53.89,9.57,0,Aniket Verma,,field first,Aniket Verma,30,11,0,4,Abhinav Manohar,2,4,0,0,Digvesh Rathi,3.4,0,34,0,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,191,0,0.67
1,SRH,15,5,156,5,1,0,0,0,SRH,55.8,9.85,0,Aniket Verma,,field first,Aniket Verma,36,12,0,5,Abhinav Manohar,2,4,0,0,Digvesh Rathi,3.5,0,40,0,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,233.33,15.4,132.0,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,197,0,0.66
1,SRH,15,6,156,6,0,0,1,0,SRH,60.52,9.75,0,Abhinav Manohar,,field first,Abhinav Manohar,2,4,0,0,Unknown,0,0,0,0,Digvesh Rathi,3.6,0,40,1,Ravi Bishnoi,4.0,0,42,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,0,0,15.5,7.75,12.0,29.06,7.89,22.0,13.0,2.0,0,1,0,195,0,0.69
1,SRH,16,1,156,6,0,1,0,0,SRH,54.38,9.64,0,Abhinav Manohar,,field first,Abhinav Manohar,2,5,0,0,Pat Cummins,0,0,0,0,Shardul Thakur,2.1,0,18,2,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,15.4,132.0,19.37,148.15,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,193,0,0.62
1,SRH,16,2,156,7,0,0,1,0,SRH,51.11,9.55,0,Pat Cummins,,field first,Pat Cummins,0,0,0,0,Unknown,0,0,0,0,Shardul Thakur,2.2,0,18,3,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.37,148.15,0,0,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,191,0,0.65
1,SRH,16,3,156,7,0,1,0,0,SRH,51.11,9.45,0,Simarjeet Singh,,field first,Simarjeet Singh,0,1,0,0,Pat Cummins,0,0,0,0,Shardul Thakur,2.3,0,18,3,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,19.37,148.15,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,189,0,0.54
1,SRH,16,4,157,7,0,0,0,0,LSG,50.22,9.42,0,Simarjeet Singh,,field first,Simarjeet Singh,1,2,0,0,Pat Cummins,0,0,0,0,Shardul Thakur,2.4,0,19,3,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,19.37,148.15,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,188,0,0.53
1,SRH,16,5,163,7,1,0,0,0,LSG,50.18,9.68,0,Pat Cummins,,field first,Pat Cummins,6,1,0,1,Simarjeet Singh,1,2,0,0,Shardul Thakur,2.5,0,25,3,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.37,148.15,7.0,87.5,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,194,0,0.67
1,SRH,16,6,169,7,1,0,0,0,SRH,52.72,9.94,0,Pat Cummins,,field first,Pat Cummins,12,2,0,2,Simarjeet Singh,1,2,0,0,Shardul Thakur,2.6,0,31,3,Digvesh Rathi,4.0,0,40,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.37,148.15,7.0,87.5,30.08,9.22,19.5,15.5,7.75,12.0,13.0,2.0,0,0,1,199,0,0.71
1,SRH,17,1,170,7,0,0,0,0,SRH,56.87,9.9,0,Simarjeet Singh,,field first,Simarjeet Singh,2,3,0,0,Pat Cummins,12,2,0,2,Avesh Khan,2.1,0,28,0,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,19.37,148.15,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,198,0,0.56
1,SRH,17,2,176,7,1,0,0,0,SRH,59.68,10.15,0,Pat Cummins,,field first,Pat Cummins,18,3,0,3,Simarjeet Singh,2,3,0,0,Avesh Khan,2.2,0,34,0,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.37,148.15,7.0,87.5,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,203,0,0.78
1,SRH,17,3,176,8,0,0,1,0,SRH,59.68,10.05,0,Simarjeet Singh,,field first,Simarjeet Singh,2,3,0,0,Unknown,0,0,0,0,Avesh Khan,2.3,0,34,1,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,0,0,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,201,0,0.53
1,SRH,17,4,177,8,0,0,0,0,SRH,57.14,10.01,0,Harshal Patel,,field first,Harshal Patel,3,4,0,0,Unknown,0,0,0,0,Avesh Khan,2.4,0,35,1,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,0,0,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,200,0,0.61
1,SRH,17,5,179,8,0,0,0,0,SRH,57.18,10.03,0,Harshal Patel,,field first,Harshal Patel,4,4,0,0,Mohammed Shami,1,1,0,0,Avesh Khan,2.5,0,37,1,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,5.69,93.67,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,201,0,0.64
1,SRH,17,6,180,8,0,0,0,0,SRH,57.58,10.0,0,Harshal Patel,,field first,Harshal Patel,5,5,0,0,Mohammed Shami,1,1,0,0,Avesh Khan,2.6,0,38,1,Shardul Thakur,3.0,0,31,3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,5.69,93.67,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,200,0,0.7
1,SRH,18,1,181,8,0,0,0,0,SRH,57.29,9.96,0,Harshal Patel,,field first,Harshal Patel,6,6,0,0,Mohammed Shami,1,1,0,0,Shardul Thakur,3.1,0,32,3,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,5.69,93.67,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,199,0,0.65
1,SRH,18,2,181,8,0,1,0,0,SRH,57.33,9.87,0,Mohammed Shami,,field first,Mohammed Shami,1,2,0,0,Harshal Patel,6,6,0,0,Shardul Thakur,3.2,0,32,3,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,5.69,93.67,22.38,118.63,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,197,0,0.61
1,SRH,18,3,181,9,0,0,1,0,SRH,56.04,9.78,0,Harshal Patel,,field first,Harshal Patel,6,6,0,0,Unknown,0,0,0,0,Shardul Thakur,3.3,0,32,4,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,0,0,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,196,0,0.63
1,SRH,18,4,182,9,0,0,0,0,SRH,54.14,9.75,0,Simarjeet Singh,,field first,Simarjeet Singh,1,1,0,0,Harshal Patel,6,6,0,0,Shardul Thakur,3.4,0,33,4,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,22.38,118.63,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,195,0,0.63
1,SRH,18,5,183,9,0,0,0,0,SRH,54.79,9.71,0,Harshal Patel,,field first,Harshal Patel,7,7,0,0,Simarjeet Singh,1,1,0,0,Shardul Thakur,3.5,0,34,4,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,7.0,87.5,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,194,0,0.63
1,SRH,18,6,183,9,0,1,0,0,SRH,53.87,9.63,0,Simarjeet Singh,,field first,Simarjeet Singh,1,2,0,0,Harshal Patel,7,7,0,0,Shardul Thakur,3.6,0,34,4,Avesh Khan,3.0,0,38,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,22.38,118.63,30.08,9.22,19.5,26.72,8.92,17.9,13.0,2.0,0,0,1,193,0,0.63
1,SRH,19,1,184,9,0,0,0,0,SRH,52.57,9.6,0,Harshal Patel,,field first,Harshal Patel,8,8,0,0,Simarjeet Singh,1,2,0,0,Avesh Khan,3.1,0,39,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,7.0,87.5,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,192,0,0.64
1,SRH,19,2,185,9,0,0,0,0,SRH,52.61,9.56,0,Simarjeet Singh,,field first,Simarjeet Singh,2,3,0,0,Harshal Patel,8,8,0,0,Avesh Khan,3.2,0,40,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,22.38,118.63,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,191,0,0.59
1,SRH,19,3,186,9,0,0,0,0,SRH,51.69,9.53,0,Harshal Patel,,field first,Harshal Patel,9,9,0,0,Simarjeet Singh,2,3,0,0,Avesh Khan,3.3,0,41,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,7.0,87.5,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,191,0,0.64
1,SRH,19,4,187,9,0,0,0,0,SRH,52.34,9.5,0,Simarjeet Singh,,field first,Simarjeet Singh,3,4,0,0,Harshal Patel,9,9,0,0,Avesh Khan,3.4,0,42,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,7.0,87.5,22.38,118.63,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,190,0,0.59
1,SRH,19,5,189,9,0,0,0,0,SRH,51.42,9.52,0,Harshal Patel,,field first,Harshal Patel,11,10,0,0,Simarjeet Singh,3,4,0,0,Avesh Khan,3.5,0,44,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,7.0,87.5,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,191,0,0.64
1,SRH,19,6,190,9,0,0,0,0,SRH,51.54,9.5,0,Harshal Patel,,field first,Harshal Patel,12,11,0,0,Simarjeet Singh,3,4,0,0,Avesh Khan,3.6,0,45,1,Shardul Thakur,4.0,0,34,4,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,22.38,118.63,7.0,87.5,26.72,8.92,17.9,30.08,9.22,19.5,13.0,2.0,0,0,1,190,0,0.67
2,,0,1,1,0,0,0,0,0,SRH,51.54,6.0,9.58,Aiden Markram,,field first,Aiden Markram,0,0,0,0,Unknown,0,0,0,0,Abhishek Sharma,0.1,0,1,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,29.7,129.48,0,0,36.9,8.63,25.6,0,0,0,1,0,0,120,4.8,0.21
2,,0,2,2,0,0,0,0,0,LSG,50.84,6.0,9.61,Aiden Markram,,field first,Aiden Markram,1,1,0,0,Mitchell Marsh,1,1,0,0,Abhishek Sharma,0.2,0,2,0,Unknown,0,0,0,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,29.7,129.48,39.95,132.74,36.9,8.63,25.6,0,0,0,1,0,0,120,4.8,0.25
