player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Nitish Rana,bowler,107,24,,,,10,25.20,8.40,18.0
Harshit Rana,bowler,21,19,,,,25,23.24,9.05,15.4
Shardul Thakur,bowler,95,92,,,,94,30.52,9.22,19.8
Varun Chakravarthy,bowler,71,70,,,,83,24.12,7.56,19.1
Sunil Narine,bowler,177,175,,,,180,25.39,6.73,22.6
Suyash Sharma,bowler,13,13,,,,10,37.20,8.65,25.8
Anukul Roy,bowler,11,9,,,,5,38.20,8.42,27.2
