over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
14,RR,151/1,N/A,N/A,10.79,N/A,RR,100.0,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,KKR,6/0,168,N/A,6.00,N/A,RR,50.85,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,KKR,10/0,163,N/A,5.00,N/A,RR,56.48,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,KKR,14/1,158,N/A,4.67,N/A,RR,61.94,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,KKR,29/1,172,N/A,7.25,N/A,KKR,53.68,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,KKR,35/2,171,N/A,7.00,N/A,KKR,52.55,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,KKR,37/2,169,N/A,6.17,N/A,KKR,50.28,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,KKR,44/2,156,N/A,6.29,N/A,RR,64.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,KKR,50/2,155,N/A,6.25,N/A,RR,65.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,KKR,58/2,162,N/A,6.44,N/A,RR,57.59,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,KKR,76/2,191,N/A,7.60,N/A,KKR,73.31,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,KKR,79/3,182,N/A,7.18,N/A,KKR,64.61,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,KKR,85/3,173,N/A,7.08,N/A,KKR,54.81,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,KKR,100/3,175,N/A,7.69,N/A,KKR,57.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,KKR,110/4,176,N/A,7.86,N/A,KKR,58.16,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,KKR,116/4,169,N/A,7.73,N/A,KKR,50.28,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,KKR,127/4,169,N/A,7.94,N/A,KKR,50.28,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,KKR,131/6,161,N/A,7.71,N/A,RR,58.7,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,KKR,139/6,159,N/A,7.72,N/A,RR,60.87,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,KKR,142/7,153,N/A,7.47,N/A,RR,67.1,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
20,KKR,149/8,149,N/A,7.45,N/A,RR,70.94,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,RR,26/0,N/A,124 from 114,26.00,6.53,RR,86.52,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,RR,40/1,N/A,110 from 108,20.00,6.11,RR,88.28,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,RR,54/1,N/A,96 from 102,18.00,5.65,RR,93.05,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,RR,59/1,N/A,91 from 96,14.75,5.69,RR,93.01,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,RR,68/1,N/A,82 from 90,13.60,5.47,RR,94.38,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,RR,78/1,N/A,72 from 84,13.00,5.14,RR,96.29,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,RR,88/1,N/A,62 from 78,12.57,4.77,RR,97.92,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,RR,98/1,N/A,52 from 72,12.25,4.33,RR,98.85,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,RR,101/1,N/A,49 from 66,11.22,4.45,RR,98.75,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,RR,107/1,N/A,43 from 60,10.70,4.30,RR,98.96,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,RR,127/1,N/A,23 from 54,11.55,2.56,RR,99.77,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,RR,140/1,N/A,10 from 48,11.67,1.25,RR,99.92,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,RR,147/1,N/A,3 from 42,11.31,0.43,RR,99.97,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
