over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 14 • RR 151/1,RR won by 9 wickets (with 41 balls remaining),RR 100%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • KKR 6/0,Live Forecast: KKR 168,RR 50.85%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • KKR 10/0,Live Forecast: KKR 163,RR 56.48%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • KKR 14/1,Jason Roy c Hetmyer b Boult 10 (8b 2x4 0x6 14m) SR: 125;W;Live Forecast: KKR 158,RR 61.94%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • KKR 29/1,Live Forecast: KKR 172,KKR 53.68%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • KKR 35/2,Rahmanullah Gurbaz c Sandeep Sharma b Boult 18 (12b 1x4 2x6 23m) SR: 150;W;Live Forecast: KKR 171,KKR 52.55%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • KKR 37/2,Live Forecast: KKR 169,KKR 50.28%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • KKR 44/2,Live Forecast: KKR 156,RR 64.05%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 8 • KKR 50/2,Live Forecast: KKR 155,RR 65.08%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 9 • KKR 58/2,Live Forecast: KKR 162,RR 57.59%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 10 • KKR 76/2,Live Forecast: KKR 191,KKR 73.31%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 11 • KKR 79/3,Nitish Rana c Hetmyer b Chahal 22 (17b 2x4 0x6 26m) SR: 129.41;W;Live Forecast: KKR 182,KKR 64.61%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 12 • KKR 85/3,Live Forecast: KKR 173,KKR 54.81%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 13 • KKR 100/3,Live Forecast: KKR 175,KKR 57.05%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 14 • KKR 110/4,Andre Russell c Ashwin b Asif 10 (10b 0x4 1x6 19m) SR: 100;W;Live Forecast: KKR 176,KKR 58.16%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 15 • KKR 116/4,Live Forecast: KKR 169,KKR 50.28%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 16 • KKR 127/4,Live Forecast: KKR 169,KKR 50.28%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 17 • KKR 131/6,Venkatesh Iyer c Boult b Chahal 57 (42b 2x4 4x6 68m) SR: 135.71;W;Shardul Thakur lbw b Chahal 1 (2b 0x4 0x6 5m) SR: 50;W;Live Forecast: KKR 161,RR 58.7%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 18 • KKR 139/6,Live Forecast: KKR 159,RR 60.87%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 19 • KKR 142/7,Rinku Singh c Root b Chahal 16 (18b 0x4 1x6 30m) SR: 88.88;W;Live Forecast: KKR 153,RR 67.1%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 20 • KKR 149/8,Sunil Narine c Root b Sandeep Sharma 6 (5b 1x4 0x6 9m) SR: 120;W;Live Forecast: KKR 149,RR 70.94%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 1 • RR 26/0,RR needed 124 runs from 114 balls,RR 86.52%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 2 • RR 40/1,Jos Buttler run out (Russell) 0 (3b 0x4 0x6 10m) SR: 0;W;RR needed 110 runs from 108 balls,RR 88.28%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 3 • RR 54/1,RR needed 96 runs from 102 balls,RR 93.05%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 4 • RR 59/1,RR needed 91 runs from 96 balls,RR 93.01%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 5 • RR 68/1,RR needed 82 runs from 90 balls,RR 94.38%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 6 • RR 78/1,RR needed 72 runs from 84 balls,RR 96.29%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
Over 7 • RR 88/1,RR needed 62 runs from 78 balls,RR 97.92%,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
