over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • PBKS 161/8,PBKS won by 2 wickets (with 3 balls remaining),PBKS 100%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 1 • LSG 7/0,Live Forecast: LSG 164,PBKS 53.37%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 2 • LSG 14/0,Live Forecast: LSG 163,PBKS 54.52%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 3 • LSG 24/0,Live Forecast: LSG 167,LSG 50.1%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 4 • LSG 33/0,Live Forecast: LSG 166,PBKS 51.06%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 5 • LSG 42/0,Live Forecast: LSG 174,LSG 58.13%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 6 • LSG 49/0,Live Forecast: LSG 180,LSG 64.7%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 7 • LSG 52/0,Live Forecast: LSG 169,LSG 52.41%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 8 • LSG 55/1,Kyle Mayers c Harpreet Singh b Harpreet Brar 29 (23b 1x4 3x6 34m) SR: 126.08;W;Live Forecast: LSG 156,PBKS 62.38%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 9 • LSG 64/2,Deepak Hooda lbw b Sikandar Raza 2 (3b 0x4 0x6 7m) SR: 66.66;W;Live Forecast: LSG 160,PBKS 57.94%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 10 • LSG 74/2,Live Forecast: LSG 172,LSG 55.86%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 11 • LSG 88/2,Live Forecast: LSG 189,LSG 73.53%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 12 • LSG 94/2,Live Forecast: LSG 186,LSG 70.75%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 13 • LSG 101/2,Live Forecast: LSG 179,LSG 63.64%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
Over 14 • LSG 108/2,Live Forecast: LSG 172,LSG 55.86%,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44,12182,526,9895,23.15,7.38
