player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Kyle Mayers,bowler,13,6,,,,0,-,8.42,-
Avesh Khan,bowler,63,62,,,,74,26.67,8.87,18.0
Krunal Pandya,bowler,127,117,,,,76,34.28,7.36,27.9
Krishnappa Gowtham,bowler,36,35,,,,21,38.47,8.24,28.0
Mark Wood,bowler,5,5,,,,11,16.27,8.95,10.9
Yash Thakur,bowler,19,19,,,,24,28.79,10.26,16.8
Ravi Bishnoi,bowler,66,65,,,,63,29.14,7.80,22.3
