player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Vidwath Kaverappa,bowler,1,1,,,,2,18.00,9.00,12.0
Arshdeep Singh,bowler,65,65,,,,76,27.00,9.02,17.9
Sam Curran,bowler,59,58,,,,58,32.75,9.65,20.3
Harshal Patel,bowler,106,103,,,,135,23.32,8.74,16.0
Rahul Chahar,bowler,78,77,,,,75,28.54,7.72,22.1
Liam Livingstone,bowler,39,22,,,,11,35.72,9.13,23.4
