player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Swapnil Singh,bowler,14,14,,,,7,34.42,8.92,23.1
Mohammed Siraj,bowler,93,93,,,,93,30.34,8.64,21.0
Yash Dayal,bowler,28,28,,,,28,32.85,9.56,20.6
Lockie Ferguson,bowler,45,45,,,,46,31.00,8.95,20.7
Will Jacks,bowler,8,5,,,,2,50.00,11.11,27.0
Cameron Green,bowler,29,29,,,,16,41.50,9.07,27.4
Karn Sharma,bowler,84,82,,,,76,27.46,8.37,19.6
