over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • SRH 131/8,RR won by 72 runs,RR 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • RR 6/0,Live Forecast: RR 159,SRH 60.15%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • RR 20/0,Live Forecast: RR 168,RR 50.13%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • RR 37/0,Live Forecast: RR 181,RR 64.77%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • RR 56/0,Live Forecast: RR 204,RR 84.23%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • RR 73/0,Live Forecast: RR 224,RR 93.07%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • RR 85/1,Jos Buttler b Fazalhaq Farooqi 54 (22b 7x4 3x6 32m) SR: 245.45;W;Live Forecast: RR 223,RR 92.77%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • RR 93/1,Live Forecast: RR 207,RR 85.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • RR 105/1,Live Forecast: RR 212,RR 88.55%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • RR 110/1,Live Forecast: RR 208,RR 86.54%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • RR 122/1,Live Forecast: RR 217,RR 90.68%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • RR 132/1,Live Forecast: RR 221,RR 92.13%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • RR 135/1,Live Forecast: RR 213,RR 89.01%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • RR 141/2,Yashasvi Jaiswal c Agarwal b Fazalhaq Farooqi 54 (37b 9x4 0x6 63m) SR: 145.94;W;Live Forecast: RR 206,RR 85.42%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • RR 151/2,Live Forecast: RR 207,RR 85.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • RR 160/3,Devdutt Padikkal b Umran Malik 2 (5b 0x4 0x6 10m) SR: 40;W;Live Forecast: RR 211,RR 88.07%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • RR 170/3,Live Forecast: RR 211,RR 88.07%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • RR 173/4,Riyan Parag c Fazalhaq Farooqi b Natarajan 7 (6b 1x4 0x6 12m) SR: 116.66;W;Live Forecast: RR 206,RR 85.42%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • RR 186/4,Live Forecast: RR 208,RR 86.54%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • RR 193/5,Sanju Samson c Abhishek Sharma b Natarajan 55 (32b 3x4 4x6 66m) SR: 171.87;W;Live Forecast: RR 204,RR 84.23%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • RR 203/5,Live Forecast: RR 203,RR 83.61%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 0/2,Abhishek Sharma b Boult 0 (3b 0x4 0x6 3m) SR: 0;W;Rahul Tripathi c Holder b Boult 0 (2b 0x4 0x6 6m) SR: 0;W;SRH needed 204 runs from 114 balls,RR 93.09%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 7/2,SRH needed 197 runs from 108 balls,RR 93.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 12/2,SRH needed 192 runs from 102 balls,RR 95.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 17/2,SRH needed 187 runs from 96 balls,RR 95.87%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 20/2,SRH needed 184 runs from 90 balls,RR 97.15%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 30/2,SRH needed 174 runs from 84 balls,RR 96.8%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • SRH 34/3,Harry Brook b Chahal 13 (21b 1x4 0x6 28m) SR: 61.9;W;SRH needed 170 runs from 78 balls,RR 98.37%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 38/3,SRH needed 166 runs from 72 balls,RR 98.39%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 46/4,Washington Sundar c Hetmyer b Holder 1 (5b 0x4 0x6 10m) SR: 20;W;SRH needed 158 runs from 66 balls,RR 99.31%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 48/5,Glenn Phillips c Asif b Ashwin 8 (6b 0x4 1x6 6m) SR: 133.33;W;SRH needed 156 runs from 60 balls,RR 99.89%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • SRH 52/6,Mayank Agarawal c Buttler b Chahal 27 (23b 3x4 0x6 56m) SR: 117.39;W;SRH needed 152 runs from 54 balls,RR 99.96%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • SRH 63/6,SRH needed 141 runs from 48 balls,RR 99.96%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • SRH 75/6,SRH needed 129 runs from 42 balls,RR 99.97%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • SRH 81/7,Adil Rashid st †Samson b Chahal 18 (13b 1x4 1x6 17m) SR: 138.46;W;SRH needed 123 runs from 36 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • SRH 85/7,SRH needed 119 runs from 30 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • SRH 89/7,SRH needed 115 runs from 24 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • SRH 92/7,SRH needed 112 runs from 18 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • SRH 95/8,Bhuvneshwar Kumar b Chahal 6 (10b 0x4 0x6 20m) SR: 60;W;SRH needed 109 runs from 12 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • SRH 108/8,SRH needed 96 runs from 6 balls,RR 99.99%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
