player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Mohammed Siraj,bowler,93,93,,,,93,30.34,8.64,21.0
Reece Topley,bowler,5,5,,,,5,36.40,10.70,20.4
Akash Deep,bowler,8,8,,,,7,45.57,11.67,23.4
Harshal Patel,bowler,106,103,,,,135,23.32,8.74,16.0
Karn Sharma,bowler,84,82,,,,76,27.46,8.37,19.6
Michael Bracewell,bowler,5,5,,,,6,15.83,8.63,11.0
Glenn Maxwell,bowler,134,79,,,,37,35.21,8.28,25.5
