over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 17 • RCB 172/2,RCB won by 8 wickets (with 22 balls remaining),RCB 100%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 1 • MI 2/0,Live Forecast: MI 161,RCB 54.85%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 2 • MI 11/0,Live Forecast: MI 162,RCB 53.7%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 3 • MI 12/1,Ishan Kishan c Patel b Mohammed Siraj 10 (13b 2x4 0x6 13m) SR: 76.92;W;Live Forecast: MI 154,RCB 62.71%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 4 • MI 17/2,Cameron Green b Topley 5 (4b 1x4 0x6 6m) SR: 125;W;Live Forecast: MI 152,RCB 64.86%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 5 • MI 19/2,Live Forecast: MI 141,RCB 75.47%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 6 • MI 29/3,Rohit Sharma c †Karthik b Akash Deep 1 (10b 0x4 0x6 30m) SR: 10;W;Live Forecast: MI 150,RCB 66.95%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 7 • MI 37/3,Live Forecast: MI 161,RCB 54.85%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 8 • MI 43/3,Live Forecast: MI 163,RCB 52.54%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 9 • MI 52/4,Suryakumar Yadav c Shahbaz Ahmed b Bracewell 15 (16b 1x4 0x6 35m) SR: 93.75;W;Live Forecast: MI 163,RCB 52.54%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 10 • MI 55/4,Live Forecast: MI 149,RCB 67.97%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 11 • MI 62/4,Live Forecast: MI 150,RCB 66.95%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 12 • MI 78/4,Live Forecast: MI 164,RCB 51.38%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 13 • MI 85/4,Live Forecast: MI 163,RCB 52.54%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 14 • MI 99/5,Nehal Wadhera c Kohli b Sharma 21 (13b 1x4 2x6 25m) SR: 161.53;W;Live Forecast: MI 164,RCB 51.38%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 15 • MI 102/5,Live Forecast: MI 152,RCB 64.86%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 16 • MI 111/6,Tim David b Sharma 4 (7b 0x4 0x6 11m) SR: 57.14;W;Live Forecast: MI 149,RCB 67.97%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 17 • MI 123/6,Live Forecast: MI 152,RCB 64.86%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 18 • MI 133/7,Hrithik Shokeen c du Plessis b Patel 5 (3b 1x4 0x6 12m) SR: 166.66;W;Live Forecast: MI 152,RCB 64.86%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 19 • MI 149/7,Live Forecast: MI 160,RCB 56%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 20 • MI 171/7,Live Forecast: MI 171,MI 56.69%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 1 • RCB 5/0,RCB needed 167 runs from 114 balls,MI 57.69%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 2 • RCB 14/0,RCB needed 158 runs from 108 balls,MI 54.68%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 3 • RCB 30/0,RCB needed 142 runs from 102 balls,RCB 58.65%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 4 • RCB 40/0,RCB needed 132 runs from 96 balls,RCB 68.89%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 5 • RCB 45/0,RCB needed 127 runs from 90 balls,RCB 67.47%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 6 • RCB 53/0,RCB needed 119 runs from 84 balls,RCB 62.53%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 7 • RCB 58/0,RCB needed 114 runs from 78 balls,RCB 60.55%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 8 • RCB 75/0,RCB needed 97 runs from 72 balls,RCB 80.09%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 9 • RCB 80/0,RCB needed 92 runs from 66 balls,RCB 85.75%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 10 • RCB 97/0,RCB needed 75 runs from 60 balls,RCB 96.03%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 11 • RCB 108/0,RCB needed 64 runs from 54 balls,RCB 97.75%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 12 • RCB 113/0,RCB needed 59 runs from 48 balls,RCB 97.38%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 13 • RCB 129/0,RCB needed 43 runs from 42 balls,RCB 99.3%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 14 • RCB 139/0,RCB needed 33 runs from 36 balls,RCB 99.6%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 15 • RCB 148/1,Faf du Plessis c David b Arshad Khan 73 (43b 5x4 6x6 66m) SR: 169.76;W;RCB needed 24 runs from 30 balls,RCB 99.57%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
Over 16 • RCB 161/2,Dinesh Karthik c Tilak Varma b Green 0 (3b 0x4 0x6 6m) SR: 0;W;RCB needed 11 runs from 24 balls,RCB 99.81%,"M Chinnaswamy Stadium, Bengaluru",135,42577,1556,29542,27.36,8.64
