over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • RR 200/7,Rovman Powell lbw b Kumar 27 (15b 3x4 1x6) SR: 180;W;SRH won by 1 run,SRH 100%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • SRH 6/0,Live Forecast: SRH 178,SRH 50.17%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • SRH 14/0,Live Forecast: SRH 177,RR 50.93%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • SRH 21/0,Live Forecast: SRH 175,RR 53.1%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • SRH 25/0,Live Forecast: SRH 169,RR 59.5%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • SRH 35/1,Abhishek Sharma c Jurel b Avesh Khan 12 (10b 0x4 1x6 18m) SR: 120;W;Live Forecast: SRH 168,RR 60.53%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • SRH 37/2,Anmolpreet Singh c Jaiswal b Sandeep Sharma 5 (5b 1x4 0x6 5m) SR: 100;W;Live Forecast: SRH 161,RR 67.43%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • SRH 44/2,Live Forecast: SRH 164,RR 64.56%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • SRH 48/2,Live Forecast: SRH 157,RR 71.06%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • SRH 66/2,Live Forecast: SRH 179,SRH 51.26%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • SRH 75/2,Live Forecast: SRH 197,SRH 70%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 11 • SRH 84/2,Live Forecast: SRH 198,SRH 70.93%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 12 • SRH 92/2,Live Forecast: SRH 190,SRH 63.09%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 13 • SRH 113/2,Live Forecast: SRH 199,SRH 71.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 14 • SRH 123/2,Live Forecast: SRH 198,SRH 70.93%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 15 • SRH 131/3,Travis Head b Avesh Khan 58 (44b 6x4 3x6 70m) SR: 131.81;W;Live Forecast: SRH 188,SRH 61%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 16 • SRH 146/3,Live Forecast: SRH 191,SRH 64.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 17 • SRH 162/3,Live Forecast: SRH 200,SRH 72.74%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 18 • SRH 174/3,Live Forecast: SRH 199,SRH 71.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 19 • SRH 186/3,Live Forecast: SRH 199,SRH 71.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 20 • SRH 201/3,Live Forecast: SRH 201,SRH 73.62%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 1 • RR 1/2,Jos Buttler c Jansen b Kumar 0 (1b 0x4 0x6) SR: 0;W;Sanju Samson b Kumar 0 (3b 0x4 0x6) SR: 0;W;RR needed 201 runs from 114 balls,SRH 86.84%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 2 • RR 6/2,RR needed 196 runs from 108 balls,SRH 89.56%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 3 • RR 21/2,RR needed 181 runs from 102 balls,SRH 86.26%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 4 • RR 35/2,RR needed 167 runs from 96 balls,SRH 78.85%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 5 • RR 50/2,RR needed 152 runs from 90 balls,SRH 64.81%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 6 • RR 60/2,RR needed 142 runs from 84 balls,SRH 58.11%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 7 • RR 69/2,RR needed 133 runs from 78 balls,SRH 55.51%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 8 • RR 81/2,RR needed 121 runs from 72 balls,SRH 55.35%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 9 • RR 90/2,RR needed 112 runs from 66 balls,RR 53.57%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
Over 10 • RR 100/2,RR needed 102 runs from 60 balls,RR 58.37%,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
