over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,RR,200/7,N/A,N/A,10.00,N/A,SRH,100.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,SRH,6/0,178,N/A,6.00,N/A,SRH,50.17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,SRH,14/0,177,N/A,7.00,N/A,RR,50.93,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,SRH,21/0,175,N/A,7.00,N/A,RR,53.1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,SRH,25/0,169,N/A,6.25,N/A,RR,59.5,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,SRH,35/1,168,N/A,7.00,N/A,RR,60.53,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,SRH,37/2,161,N/A,6.17,N/A,RR,67.43,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,SRH,44/2,164,N/A,6.29,N/A,RR,64.56,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,SRH,48/2,157,N/A,6.00,N/A,RR,71.06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,SRH,66/2,179,N/A,7.33,N/A,SRH,51.26,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,SRH,75/2,197,N/A,7.50,N/A,SRH,70.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,SRH,84/2,198,N/A,7.64,N/A,SRH,70.93,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,SRH,92/2,190,N/A,7.67,N/A,SRH,63.09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
13,SRH,113/2,199,N/A,8.69,N/A,SRH,71.84,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
14,SRH,123/2,198,N/A,8.79,N/A,SRH,70.93,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
15,SRH,131/3,188,N/A,8.73,N/A,SRH,61.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
16,SRH,146/3,191,N/A,9.12,N/A,SRH,64.11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
17,SRH,162/3,200,N/A,9.53,N/A,SRH,72.74,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
18,SRH,174/3,199,N/A,9.67,N/A,SRH,71.84,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
19,SRH,186/3,199,N/A,9.79,N/A,SRH,71.84,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
20,SRH,201/3,201,N/A,10.05,N/A,SRH,73.62,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,RR,1/2,N/A,201 from 114,1.00,10.58,SRH,86.84,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,RR,6/2,N/A,196 from 108,3.00,10.89,SRH,89.56,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,RR,21/2,N/A,181 from 102,7.00,10.65,SRH,86.26,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,RR,35/2,N/A,167 from 96,8.75,10.44,SRH,78.85,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,RR,50/2,N/A,152 from 90,10.00,10.13,SRH,64.81,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,RR,60/2,N/A,142 from 84,10.00,10.14,SRH,58.11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,RR,69/2,N/A,133 from 78,9.86,10.23,SRH,55.51,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,RR,81/2,N/A,121 from 72,10.12,10.08,SRH,55.35,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,RR,90/2,N/A,112 from 66,10.00,10.18,RR,53.57,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,RR,100/2,N/A,102 from 60,10.00,10.20,RR,58.37,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,RR,111/2,N/A,91 from 54,10.09,10.11,RR,65.89,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,RR,118/2,N/A,84 from 48,9.83,10.50,RR,62.55,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
13,RR,132/2,N/A,70 from 42,10.15,10.00,RR,78.37,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
14,RR,143/3,N/A,59 from 36,10.21,9.83,RR,77.48,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
15,RR,157/3,N/A,45 from 30,10.47,9.00,RR,89.98,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
16,RR,160/4,N/A,42 from 24,10.00,10.50,RR,77.93,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
17,RR,175/4,N/A,27 from 18,10.29,9.00,RR,91.99,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
18,RR,182/5,N/A,20 from 12,10.11,10.00,RR,86.76,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
19,RR,189/6,N/A,13 from 6,9.95,13.00,RR,70.33,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
