over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 154/4,Shubman Gill b Curran 67 (49b 7x4 1x6) SR: 136.73;W;GT won by 6 wickets (with 1 ball remaining),GT 100%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • PBKS 8/1,Prabhsimran Singh c Rashid Khan b Mohammed Shami 0 (2b 0x4 0x6 3m) SR: 0;W;Live Forecast: PBKS 165,GT 50.97%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • PBKS 16/1,Live Forecast: PBKS 164,GT 52.13%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • PBKS 27/1,Live Forecast: PBKS 170,PBKS 54.8%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • PBKS 30/2,Shikhar Dhawan c Joseph b Little 8 (8b 2x4 0x6 20m) SR: 100;W;Live Forecast: PBKS 161,GT 55.58%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • PBKS 42/2,Live Forecast: PBKS 165,GT 50.97%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • PBKS 52/2,Live Forecast: PBKS 169,PBKS 53.65%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • PBKS 59/3,Matthew Short b Rashid Khan 36 (24b 6x4 1x6 38m) SR: 150;W;Live Forecast: PBKS 174,PBKS 59.33%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • PBKS 63/3,Live Forecast: PBKS 167,PBKS 51.34%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • PBKS 71/3,Live Forecast: PBKS 162,GT 54.43%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • PBKS 75/3,Live Forecast: PBKS 157,GT 60.09%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • PBKS 81/3,Live Forecast: PBKS 155,GT 62.29%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 12 • PBKS 91/3,Live Forecast: PBKS 161,GT 55.58%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 13 • PBKS 94/4,Jitesh Sharma c †Saha b Sharma 25 (23b 5x4 0x6 29m) SR: 108.69;W;Live Forecast: PBKS 155,GT 62.29%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 14 • PBKS 96/4,Live Forecast: PBKS 149,GT 68.56%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 15 • PBKS 99/4,Live Forecast: PBKS 141,GT 75.94%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 16 • PBKS 109/4,Live Forecast: PBKS 145,GT 72.4%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 17 • PBKS 121/5,Bhanuka Rajapaksa c Shubman Gill b Joseph 20 (26b 1x4 0x6 73m) SR: 76.92;W;Live Forecast: PBKS 150,GT 67.55%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 18 • PBKS 136/5,Live Forecast: PBKS 157,GT 60.09%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 19 • PBKS 142/6,Sam Curran c Shubman Gill b Sharma 22 (22b 1x4 1x6 33m) SR: 100;W;Live Forecast: PBKS 153,GT 64.44%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 20 • PBKS 153/8,M Shahrukh Khan run out (Miller/†Saha) 22 (9b 1x4 2x6 19m) SR: 244.44;W;Rishi Dhawan run out (†Saha) 1 (1b 0x4 0x6 4m) SR: 100;W;Live Forecast: PBKS 153,GT 64.44%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 1 • GT 7/0,GT needed 147 runs from 114 balls,GT 65.24%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 2 • GT 18/0,GT needed 136 runs from 108 balls,GT 69.96%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 3 • GT 36/0,GT needed 118 runs from 102 balls,GT 84.03%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 4 • GT 44/0,GT needed 110 runs from 96 balls,GT 87.1%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 5 • GT 52/1,Wriddhiman Saha c Short b Rabada 30 (19b 5x4 0x6) SR: 157.89;W;GT needed 102 runs from 90 balls,GT 87.73%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 6 • GT 56/1,GT needed 98 runs from 84 balls,GT 82.53%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 7 • GT 61/1,GT needed 93 runs from 78 balls,GT 82.41%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 8 • GT 67/1,GT needed 87 runs from 72 balls,GT 81.71%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 9 • GT 78/1,GT needed 76 runs from 66 balls,GT 88.06%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 10 • GT 80/1,GT needed 74 runs from 60 balls,GT 84.72%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 11 • GT 88/1,GT needed 66 runs from 54 balls,GT 90.46%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 12 • GT 91/2,Sai Sudharsan c Prabhsimran Singh b Arshdeep Singh 19 (20b 2x4 0x6) SR: 95;W;GT needed 63 runs from 48 balls,GT 80.89%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 13 • GT 95/2,GT needed 59 runs from 42 balls,GT 75.81%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 14 • GT 105/2,GT needed 49 runs from 36 balls,GT 79.67%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 15 • GT 111/3,Hardik Pandya c Curran b Harpreet Brar 8 (11b 1x4 0x6) SR: 72.72;W;GT needed 43 runs from 30 balls,GT 80.24%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 16 • GT 120/3,GT needed 34 runs from 24 balls,GT 87.02%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 17 • GT 129/3,GT needed 25 runs from 18 balls,GT 90.41%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 18 • GT 141/3,GT needed 13 runs from 12 balls,GT 97.23%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
Over 19 • GT 147/3,GT needed 7 runs from 6 balls,GT 97.35%,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",127,40331,1483,29130,27.19,8.30
