player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Arshdeep Singh,bowler,65,65,,,,76,27.00,9.02,17.9
Kagiso Rabada,bowler,80,80,,,,117,21.96,8.48,15.5
Harpreet Brar,bowler,41,39,,,,25,35.80,7.90,27.1
Sam Curran,bowler,59,58,,,,58,32.75,9.65,20.3
Rahul Chahar,bowler,78,77,,,,75,28.54,7.72,22.1
Matthew Short,bowler,6,3,,,,0,-,6.25,-
