player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Mohammed Shami,bowler,110,110,,,,127,26.86,8.43,19.1
Josh Little,bowler,11,11,,,,11,30.81,8.92,20.7
Alzarri Joseph,bowler,22,22,,,,21,32.90,9.55,20.6
Rashid Khan,bowler,121,121,,,,149,21.82,6.82,19.1
Mohit Sharma,bowler,112,111,,,,132,24.66,8.67,17.0
