over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
19,SRH,166/4,N/A,N/A,8.74,N/A,SRH,100.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
1,CSK,7/0,176,N/A,7.00,N/A,CSK,55.12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
2,CSK,13/0,174,N/A,6.50,N/A,CSK,52.88,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
3,CSK,25/0,177,N/A,8.33,N/A,CSK,56.23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
4,CSK,26/1,171,N/A,6.50,N/A,SRH,50.49,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
5,CSK,33/1,172,N/A,6.60,N/A,CSK,50.64,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
6,CSK,48/1,183,N/A,8.00,N/A,CSK,62.73,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
7,CSK,54/1,190,N/A,7.71,N/A,CSK,69.74,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
8,CSK,65/2,202,N/A,8.12,N/A,CSK,79.76,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
9,CSK,80/2,220,N/A,8.89,N/A,CSK,89.74,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
10,CSK,84/2,203,N/A,8.40,N/A,CSK,80.47,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
11,CSK,90/2,192,N/A,8.18,N/A,CSK,71.6,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
12,CSK,105/2,200,N/A,8.75,N/A,CSK,78.29,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
13,CSK,115/2,202,N/A,8.85,N/A,CSK,79.76,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
14,CSK,120/3,193,N/A,8.57,N/A,CSK,72.5,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
15,CSK,127/4,183,N/A,8.47,N/A,CSK,62.73,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
16,CSK,132/4,176,N/A,8.25,N/A,CSK,55.12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
17,CSK,139/4,172,N/A,8.18,N/A,CSK,50.64,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
18,CSK,152/4,176,N/A,8.44,N/A,CSK,55.12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
19,CSK,158/4,170,N/A,8.32,N/A,SRH,51.61,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
20,CSK,165/5,165,N/A,8.25,N/A,SRH,57.19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",137,42629,1648,31325,25.86,8.16
