over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • LSG 213/4,LSG won by 6 wickets (with 3 balls remaining),LSG 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • CSK 4/1,Ajinkya Rahane c †Rahul b Henry 1 (3b 0x4 0x6 4m) SR: 33.33;W;Live Forecast: CSK 168,LSG 53.35%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • CSK 20/1,Live Forecast: CSK 178,CSK 57.79%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • CSK 25/1,Live Forecast: CSK 174,CSK 53.37%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • CSK 37/1,Live Forecast: CSK 186,CSK 66.2%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • CSK 48/1,Live Forecast: CSK 193,CSK 72.79%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • CSK 49/2,Daryl Mitchell c Hooda b Yash Thakur 11 (10b 1x4 0x6 22m) SR: 110;W;Live Forecast: CSK 179,CSK 58.88%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • CSK 56/2,Live Forecast: CSK 175,CSK 54.48%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • CSK 66/2,Live Forecast: CSK 177,CSK 56.7%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • CSK 74/2,Live Forecast: CSK 180,CSK 59.96%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 10 • CSK 85/2,Live Forecast: CSK 192,CSK 71.9%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 11 • CSK 93/2,Live Forecast: CSK 193,CSK 72.79%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 12 • CSK 102/3,Ravindra Jadeja c †Rahul b Mohsin Khan 16 (19b 2x4 0x6 29m) SR: 84.21;W;Live Forecast: CSK 192,CSK 71.9%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 13 • CSK 111/3,Live Forecast: CSK 191,CSK 71%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 14 • CSK 119/3,Live Forecast: CSK 187,CSK 67.19%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 15 • CSK 135/3,Live Forecast: CSK 194,CSK 73.67%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 16 • CSK 154/3,Live Forecast: CSK 208,CSK 83.86%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 17 • CSK 162/3,Live Forecast: CSK 201,CSK 79.23%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 18 • CSK 178/3,Live Forecast: CSK 204,CSK 81.33%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 19 • CSK 195/3,Live Forecast: CSK 209,CSK 84.44%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 20 • CSK 210/4,Shivam Dube run out (de Kock/Stoinis) 66 (27b 3x4 7x6 41m) SR: 244.44;W;Live Forecast: CSK 210,CSK 85.01%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • LSG 1/1,Quinton de Kock b Chahar 0 (3b 0x4 0x6 2m) SR: 0;W;LSG needed 210 runs from 114 balls,CSK 91.95%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • LSG 11/1,LSG needed 200 runs from 108 balls,CSK 91.87%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • LSG 21/1,LSG needed 190 runs from 102 balls,CSK 90.83%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • LSG 29/1,LSG needed 182 runs from 96 balls,CSK 89.96%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • LSG 33/2,KL Rahul c Gaikwad b Mustafizur Rahman 16 (14b 1x4 1x6 25m) SR: 114.28;W;LSG needed 178 runs from 90 balls,CSK 94.29%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • LSG 45/2,LSG needed 166 runs from 84 balls,CSK 92.49%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
