over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
18,RCB,123/10,N/A,N/A,6.83,N/A,KKR,100.0,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,KKR,9/0,165,N/A,9.00,N/A,KKR,50.98,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,KKR,12/0,160,N/A,6.00,N/A,RCB,54.81,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,KKR,26/0,166,N/A,8.67,N/A,KKR,52.13,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,KKR,26/2,159,N/A,6.50,N/A,RCB,55.96,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,KKR,41/2,174,N/A,8.20,N/A,KKR,61.2,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,KKR,47/2,166,N/A,7.83,N/A,KKR,52.13,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,KKR,51/3,170,N/A,7.29,N/A,KKR,56.73,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,KKR,57/3,162,N/A,7.12,N/A,RCB,52.5,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,KKR,71/3,176,N/A,7.89,N/A,KKR,63.36,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,KKR,79/3,187,N/A,7.90,N/A,KKR,74.15,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,KKR,87/3,185,N/A,7.91,N/A,KKR,72.36,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,KKR,94/5,173,N/A,7.83,N/A,KKR,60.09,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,KKR,113/5,187,N/A,8.69,N/A,KKR,74.15,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,KKR,124/5,192,N/A,8.86,N/A,KKR,78.3,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,KKR,140/5,200,N/A,9.33,N/A,KKR,83.87,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,KKR,147/5,193,N/A,9.19,N/A,KKR,79.07,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,KKR,160/5,195,N/A,9.41,N/A,KKR,80.54,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
18,KKR,175/5,198,N/A,9.72,N/A,KKR,82.6,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
19,KKR,192/6,204,N/A,10.11,N/A,KKR,86.19,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
20,KKR,204/7,204,N/A,10.20,N/A,KKR,86.19,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
1,RCB,10/0,N/A,195 from 114,10.00,10.26,KKR,84.49,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
2,RCB,12/0,N/A,193 from 108,6.00,10.72,KKR,88.12,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
3,RCB,19/0,N/A,186 from 102,6.33,10.94,KKR,89.11,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
4,RCB,42/0,N/A,163 from 96,10.50,10.19,KKR,74.44,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
5,RCB,45/1,N/A,160 from 90,9.00,10.67,KKR,82.72,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
6,RCB,50/2,N/A,155 from 84,8.33,11.07,KKR,89.79,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
7,RCB,53/2,N/A,152 from 78,7.57,11.69,KKR,95.12,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
8,RCB,54/4,N/A,151 from 72,6.75,12.58,KKR,98.66,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
9,RCB,61/5,N/A,144 from 66,6.78,13.09,KKR,99.08,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
10,RCB,69/5,N/A,136 from 60,6.90,13.60,KKR,99.23,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
11,RCB,78/5,N/A,127 from 54,7.09,14.11,KKR,99.16,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
12,RCB,84/6,N/A,121 from 48,7.00,15.12,KKR,99.67,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
13,RCB,86/8,N/A,119 from 42,6.62,17.00,KKR,99.98,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
14,RCB,95/8,N/A,110 from 36,6.79,18.33,KKR,99.98,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
15,RCB,102/9,N/A,103 from 30,6.80,20.60,KKR,99.99,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
16,RCB,109/9,N/A,96 from 24,6.81,24.00,KKR,99.99,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
17,RCB,121/9,N/A,84 from 18,7.12,28.00,KKR,99.99,"Eden Gardens, Kolkata",158,48956,1938,36048,25.26,8.14
