player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Will Jacks,bowler,8,5,,,,2,50.00,11.11,27.0
Reece Topley,bowler,5,5,,,,5,36.40,10.70,20.4
Yash Dayal,bowler,28,28,,,,28,32.85,9.56,20.6
Lockie Ferguson,bowler,45,45,,,,46,31.00,8.95,20.7
Vijaykumar Vyshak,bowler,11,11,,,,13,30.38,10.25,17.7
Mahipal Lomror,bowler,40,11,,,,1,127.00,8.46,90.0
