over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,GT,168/3,N/A,N/A,8.40,N/A,GT,100.0,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,SRH,11/0,185,N/A,11.00,N/A,SRH,63.52,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,SRH,20/0,184,N/A,10.00,N/A,SRH,62.48,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,SRH,27/0,182,N/A,9.00,N/A,SRH,60.35,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,SRH,34/0,180,N/A,8.50,N/A,SRH,58.19,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,SRH,41/1,177,N/A,8.20,N/A,SRH,54.88,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,SRH,56/1,195,N/A,9.33,N/A,SRH,73.15,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,SRH,60/2,187,N/A,8.57,N/A,SRH,65.57,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,SRH,64/2,186,N/A,8.00,N/A,SRH,64.55,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
9,SRH,69/2,171,N/A,7.67,N/A,GT,51.82,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
10,SRH,74/3,169,N/A,7.40,N/A,GT,54.05,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
11,SRH,83/3,175,N/A,7.55,N/A,SRH,52.65,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
12,SRH,90/3,176,N/A,7.50,N/A,SRH,53.77,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
13,SRH,104/3,188,N/A,8.00,N/A,SRH,66.58,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
14,SRH,109/4,175,N/A,7.79,N/A,SRH,52.65,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
15,SRH,122/5,176,N/A,8.13,N/A,SRH,53.77,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
16,SRH,128/5,171,N/A,8.00,N/A,GT,51.82,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
17,SRH,137/5,169,N/A,8.06,N/A,GT,54.05,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
18,SRH,147/5,170,N/A,8.17,N/A,GT,52.94,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
19,SRH,159/5,171,N/A,8.37,N/A,GT,51.82,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
20,SRH,162/8,162,N/A,8.10,N/A,GT,61.65,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,GT,7/0,N/A,156 from 114,7.00,8.21,GT,62.61,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,GT,18/0,N/A,145 from 108,9.00,8.06,GT,67.9,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,GT,25/0,N/A,138 from 102,8.33,8.12,GT,68.44,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,GT,36/0,N/A,127 from 96,9.00,7.94,GT,76.85,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,GT,45/1,N/A,118 from 90,9.00,7.87,GT,73.17,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,GT,52/1,N/A,111 from 84,8.67,7.93,GT,77.73,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,GT,58/1,N/A,105 from 78,8.29,8.08,GT,79.46,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,GT,63/1,N/A,100 from 72,7.88,8.33,GT,74.96,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
9,GT,74/1,N/A,89 from 66,8.22,8.09,GT,84.25,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
10,GT,78/2,N/A,85 from 60,7.80,8.50,GT,76.33,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
11,GT,83/2,N/A,80 from 54,7.55,8.89,GT,74.95,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
12,GT,90/2,N/A,73 from 48,7.50,9.12,GT,71.94,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
13,GT,98/2,N/A,65 from 42,7.54,9.29,GT,77.23,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
14,GT,108/2,N/A,55 from 36,7.71,9.17,GT,87.99,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
