over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • GT 168/3,GT won by 7 wickets (with 5 balls remaining),GT 100%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • SRH 11/0,Live Forecast: SRH 185,SRH 63.52%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • SRH 20/0,Live Forecast: SRH 184,SRH 62.48%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • SRH 27/0,Live Forecast: SRH 182,SRH 60.35%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • SRH 34/0,Live Forecast: SRH 180,SRH 58.19%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • SRH 41/1,Mayank Agarawal c Nalkande b Azmatullah Omarzai 16 (17b 2x4 0x6 29m) SR: 94.11;W;Live Forecast: SRH 177,SRH 54.88%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • SRH 56/1,Live Forecast: SRH 195,SRH 73.15%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • SRH 60/2,Travis Head b Noor Ahmad 19 (14b 3x4 0x6 19m) SR: 135.71;W;Live Forecast: SRH 187,SRH 65.57%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • SRH 64/2,Live Forecast: SRH 186,SRH 64.55%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • SRH 69/2,Live Forecast: SRH 171,GT 51.82%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • SRH 74/3,Abhishek Sharma c Shubman Gill b Sharma 29 (20b 2x4 2x6 22m) SR: 145;W;Live Forecast: SRH 169,GT 54.05%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • SRH 83/3,Live Forecast: SRH 175,SRH 52.65%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • SRH 90/3,Live Forecast: SRH 176,SRH 53.77%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • SRH 104/3,Live Forecast: SRH 188,SRH 66.58%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • SRH 109/4,Heinrich Klaasen b Rashid Khan 24 (13b 1x4 2x6 14m) SR: 184.61;W;Live Forecast: SRH 175,SRH 52.65%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • SRH 122/5,Aiden Markram c Rashid Khan b Yadav 17 (19b 0x4 0x6 33m) SR: 89.47;W;Live Forecast: SRH 176,SRH 53.77%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • SRH 128/5,Live Forecast: SRH 171,GT 51.82%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • SRH 137/5,Live Forecast: SRH 169,GT 54.05%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • SRH 147/5,Live Forecast: SRH 170,GT 52.94%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • SRH 159/5,Live Forecast: SRH 171,GT 51.82%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 20 • SRH 162/8,Shahbaz Ahmed c Tewatia b Sharma 22 (20b 1x4 1x6 28m) SR: 110;W;Washington Sundar c Rashid Khan b Sharma 0 (1b 0x4 0x6 1m) SR: 0;W;Abdul Samad run out (Noor Ahmad/†Saha) 29 (14b 3x4 1x6 28m) SR: 207.14;W;Live Forecast: SRH 162,GT 61.65%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 1 • GT 7/0,GT needed 156 runs from 114 balls,GT 62.61%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 2 • GT 18/0,GT needed 145 runs from 108 balls,GT 67.9%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 3 • GT 25/0,GT needed 138 runs from 102 balls,GT 68.44%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 4 • GT 36/0,GT needed 127 runs from 96 balls,GT 76.85%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 5 • GT 45/1,Wriddhiman Saha c Cummins b Shahbaz Ahmed 25 (13b 1x4 2x6 18m) SR: 192.3;W;GT needed 118 runs from 90 balls,GT 73.17%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 6 • GT 52/1,GT needed 111 runs from 84 balls,GT 77.73%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 7 • GT 58/1,GT needed 105 runs from 78 balls,GT 79.46%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 8 • GT 63/1,GT needed 100 runs from 72 balls,GT 74.96%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 9 • GT 74/1,GT needed 89 runs from 66 balls,GT 84.25%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 10 • GT 78/2,Shubman Gill c Abdul Samad b Markande 36 (28b 2x4 1x6 39m) SR: 128.57;W;GT needed 85 runs from 60 balls,GT 76.33%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 11 • GT 83/2,GT needed 80 runs from 54 balls,GT 74.95%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 12 • GT 90/2,GT needed 73 runs from 48 balls,GT 71.94%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 13 • GT 98/2,GT needed 65 runs from 42 balls,GT 77.23%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 14 • GT 108/2,GT needed 55 runs from 36 balls,GT 87.99%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 15 • GT 114/2,GT needed 49 runs from 30 balls,GT 83.97%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 16 • GT 138/2,GT needed 25 runs from 24 balls,GT 99.1%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 17 • GT 147/3,Sai Sudharsan c Abhishek Sharma b Cummins 45 (36b 4x4 1x6 49m) SR: 125;W;GT needed 16 runs from 18 balls,GT 99.12%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 18 • GT 156/3,GT needed 7 runs from 12 balls,GT 99.55%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
Over 19 • GT 162/3,GT needed 1 runs from 6 balls,GT 99.6%,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
