player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Mohammed Siraj,bowler,93,93,,,,93,30.34,8.64,21.0
Yash Dayal,bowler,28,28,,,,28,32.85,9.56,20.6
Alzarri Joseph,bowler,22,22,,,,21,32.90,9.55,20.6
Mayank Dagar,bowler,8,8,,,,2,101.50,8.89,68.5
Vijaykumar Vyshak,bowler,11,11,,,,13,30.38,10.25,17.7
Cameron Green,bowler,29,29,,,,16,41.50,9.07,27.4
