over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • CSK 171/6,DC won by 20 runs,DC 100%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 1 • DC 7/0,Live Forecast: DC 170,CSK 50.95%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 2 • DC 10/0,Live Forecast: DC 163,CSK 58.74%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 3 • DC 19/0,Live Forecast: DC 165,CSK 56.54%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 4 • DC 24/0,Live Forecast: DC 164,CSK 57.64%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 5 • DC 42/0,Live Forecast: DC 185,DC 65.39%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 6 • DC 62/0,Live Forecast: DC 206,DC 82.82%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 7 • DC 75/0,Live Forecast: DC 221,DC 90.32%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 8 • DC 80/0,Live Forecast: DC 215,DC 87.76%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 9 • DC 91/0,Live Forecast: DC 203,DC 80.84%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 10 • DC 95/1,David Warner c Pathirana b Mustafizur Rahman 52 (35b 5x4 3x6 47m) SR: 148.57;W;Live Forecast: DC 189,DC 69.33%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 11 • DC 104/2,Prithvi Shaw c †Dhoni b Jadeja 43 (27b 4x4 2x6 53m) SR: 159.25;W;Live Forecast: DC 189,DC 69.33%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 12 • DC 111/2,Live Forecast: DC 181,DC 61.22%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 13 • DC 121/2,Live Forecast: DC 192,DC 72.11%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 14 • DC 129/2,Live Forecast: DC 185,DC 65.39%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 15 • DC 134/4,Mitchell Marsh b Pathirana 18 (12b 2x4 1x6 17m) SR: 150;W;Tristan Stubbs b Pathirana 0 (2b 0x4 0x6 1m) SR: 0;W;Live Forecast: DC 184,DC 64.37%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 16 • DC 143/4,Live Forecast: DC 179,DC 59.07%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 17 • DC 148/4,Live Forecast: DC 175,DC 54.66%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 18 • DC 162/4,Live Forecast: DC 180,DC 60.15%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 19 • DC 179/5,Rishabh Pant c Gaikwad b Pathirana 51 (32b 4x4 3x6 44m) SR: 159.37;W;Live Forecast: DC 190,DC 70.27%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 20 • DC 191/5,Live Forecast: DC 191,DC 71.2%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 1 • CSK 3/1,Ruturaj Gaikwad c †Pant b Ahmed 1 (2b 0x4 0x6 5m) SR: 50;W;CSK needed 189 runs from 114 balls,DC 80.81%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 2 • CSK 6/1,CSK needed 186 runs from 108 balls,DC 84.93%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 3 • CSK 7/2,Rachin Ravindra c Stubbs b Ahmed 2 (12b 0x4 0x6 15m) SR: 16.66;W;CSK needed 185 runs from 102 balls,DC 92.14%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 4 • CSK 17/2,CSK needed 175 runs from 96 balls,DC 90.42%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 5 • CSK 23/2,CSK needed 169 runs from 90 balls,DC 90.96%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 6 • CSK 32/2,CSK needed 160 runs from 84 balls,DC 89.74%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
Over 7 • CSK 38/2,CSK needed 154 runs from 78 balls,DC 88.95%,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",79,23170,1022,17561,22.67,7.91
