over,innings,score,projected_score,required,CRR,RRR,fav_team,win_probability,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
20,CSK,196/8,N/A,N/A,9.80,N/A,GT,100.0,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
1,GT,14/0,175,N/A,14.00,N/A,CSK,52.48,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
2,GT,21/0,173,N/A,10.50,N/A,CSK,54.66,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
3,GT,32/0,178,N/A,10.67,N/A,GT,50.81,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
4,GT,43/0,184,N/A,10.75,N/A,GT,57.38,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
5,GT,46/0,175,N/A,9.20,N/A,CSK,52.48,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
6,GT,58/0,183,N/A,9.67,N/A,GT,56.3,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
7,GT,72/0,188,N/A,10.29,N/A,GT,61.66,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
8,GT,79/0,204,N/A,9.88,N/A,GT,76.68,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
9,GT,94/0,218,N/A,10.44,N/A,GT,86.02,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
10,GT,107/0,219,N/A,10.70,N/A,GT,86.55,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
11,GT,130/0,250,N/A,11.82,N/A,GT,96.21,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
12,GT,143/0,253,N/A,11.92,N/A,GT,96.66,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
13,GT,160/0,255,N/A,12.31,N/A,GT,96.93,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
14,GT,179/0,260,N/A,12.79,N/A,GT,97.52,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
15,GT,190/0,252,N/A,12.67,N/A,GT,96.51,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
16,GT,196/0,245,N/A,12.25,N/A,GT,95.32,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
17,GT,209/0,245,N/A,12.29,N/A,GT,95.32,"Narendra Modi Stadium, Ahmedabad",67,20964,811,15189,25.84,8.28
