over_details,live_forecasts,win_probabilities,venue,matches_played,total_runs,total_wickets,balls_bowled,average_runs_per_wicket,average_runs_per_over
Over 20 • RR 139/7,SRH won by 36 runs,SRH 100%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 1 • SRH 13/1,Abhishek Sharma c Kohler-Cadmore b Boult 12 (5b 1x4 1x6 4m) SR: 240;W;Live Forecast: SRH 188,SRH 59.53%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 2 • SRH 22/1,Live Forecast: SRH 188,SRH 59.53%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 3 • SRH 29/1,Live Forecast: SRH 185,SRH 56.31%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 4 • SRH 45/1,Live Forecast: SRH 198,SRH 69.63%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 5 • SRH 57/3,Rahul Tripathi c Chahal b Boult 37 (15b 5x4 2x6 14m) SR: 246.66;W;Aiden Markram c Chahal b Boult 1 (2b 0x4 0x6 1m) SR: 50;W;Live Forecast: SRH 206,SRH 76.65%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 6 • SRH 68/3,Live Forecast: SRH 216,SRH 83.75%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 7 • SRH 81/3,Live Forecast: SRH 215,SRH 83.12%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 8 • SRH 92/3,Live Forecast: SRH 215,SRH 83.12%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
Over 9 • SRH 96/3,Live Forecast: SRH 207,SRH 77.45%,"MA Chidambaram Stadium, Chepauk, Chennai",113,34470,1382,26410,24.94,7.83
